"","X","Periodo","Índices.y.tasas","General..vivienda.nueva.y.de.segunda.mano","Comunidades.y.Ciudades.Autónomas","value"
"1",1,"2023T3","Índice","General","Nacional",150.273
"2",2,"2023T2","Índice","General","Nacional",146.583
"3",3,"2023T1","Índice","General","Nacional",143.58
"4",4,"2022T4","Índice","General","Nacional",142.666
"5",5,"2022T3","Índice","General","Nacional",143.86
"6",6,"2022T2","Índice","General","Nacional",141.433
"7",7,"2022T1","Índice","General","Nacional",138.742
"8",8,"2021T4","Índice","General","Nacional",135.291
"9",9,"2021T3","Índice","General","Nacional",133.652
"10",10,"2021T2","Índice","General","Nacional",130.937
"11",11,"2021T1","Índice","General","Nacional",127.831
"12",12,"2020T4","Índice","General","Nacional",127.179
"13",13,"2020T3","Índice","General","Nacional",128.255
"14",14,"2020T2","Índice","General","Nacional",126.799
"15",15,"2020T1","Índice","General","Nacional",126.695
"16",16,"2019T4","Índice","General","Nacional",125.32
"17",17,"2019T3","Índice","General","Nacional",126.135
"18",18,"2019T2","Índice","General","Nacional",124.175
"19",19,"2019T1","Índice","General","Nacional",122.758
"20",20,"2018T4","Índice","General","Nacional",120.954
"21",21,"2018T3","Índice","General","Nacional",120.491
"22",22,"2018T2","Índice","General","Nacional",117.941
"23",23,"2018T1","Índice","General","Nacional",114.994
"24",24,"2017T4","Índice","General","Nacional",113.457
"25",25,"2017T3","Índice","General","Nacional",112.442
"26",26,"2017T2","Índice","General","Nacional",110.41
"27",27,"2017T1","Índice","General","Nacional",108.239
"28",28,"2016T4","Índice","General","Nacional",105.848
"29",29,"2016T3","Índice","General","Nacional",105.431
"30",30,"2016T2","Índice","General","Nacional",104.601
"31",31,"2016T1","Índice","General","Nacional",102.775
"32",32,"2015T4","Índice","General","Nacional",101.305
"33",33,"2015T3","Índice","General","Nacional",101.358
"34",34,"2015T2","Índice","General","Nacional",100.687
"35",35,"2015T1","Índice","General","Nacional",96.651
"36",36,"2014T4","Índice","General","Nacional",97.194
"37",37,"2014T3","Índice","General","Nacional",97.002
"38",38,"2014T2","Índice","General","Nacional",96.805
"39",39,"2014T1","Índice","General","Nacional",95.208
"40",40,"2013T4","Índice","General","Nacional",95.512
"41",41,"2013T3","Índice","General","Nacional",96.742
"42",42,"2013T2","Índice","General","Nacional",96.041
"43",43,"2013T1","Índice","General","Nacional",96.768
"44",44,"2012T4","Índice","General","Nacional",103.593
"45",45,"2012T3","Índice","General","Nacional",105.073
"46",46,"2012T2","Índice","General","Nacional",109.187
"47",47,"2012T1","Índice","General","Nacional",112.861
"48",48,"2011T4","Índice","General","Nacional",118.782
"49",49,"2011T3","Índice","General","Nacional",123.948
"50",50,"2011T2","Índice","General","Nacional",127.528
"51",51,"2011T1","Índice","General","Nacional",129.059
"52",52,"2010T4","Índice","General","Nacional",133.718
"53",53,"2010T3","Índice","General","Nacional",133.846
"54",54,"2010T2","Índice","General","Nacional",136.79
"55",55,"2010T1","Índice","General","Nacional",134.626
"56",56,"2009T4","Índice","General","Nacional",136.313
"57",57,"2009T3","Índice","General","Nacional",136.845
"58",58,"2009T2","Índice","General","Nacional",138.082
"59",59,"2009T1","Índice","General","Nacional",138.693
"60",60,"2008T4","Índice","General","Nacional",142.511
"61",61,"2008T3","Índice","General","Nacional",147.134
"62",62,"2008T2","Índice","General","Nacional",149.618
"63",63,"2008T1","Índice","General","Nacional",150.082
"64",64,"2007T4","Índice","General","Nacional",150.64
"65",65,"2007T3","Índice","General","Nacional",151.719
"66",66,"2007T2","Índice","General","Nacional",150.103
"67",67,"2007T1","Índice","General","Nacional",145.935
"68",68,"2023T3","Variación trimestral","General","Nacional",2.5
"69",69,"2023T2","Variación trimestral","General","Nacional",2.1
"70",70,"2023T1","Variación trimestral","General","Nacional",0.6
"71",71,"2022T4","Variación trimestral","General","Nacional",-0.8
"72",72,"2022T3","Variación trimestral","General","Nacional",1.7
"73",73,"2022T2","Variación trimestral","General","Nacional",1.9
"74",74,"2022T1","Variación trimestral","General","Nacional",2.6
"75",75,"2021T4","Variación trimestral","General","Nacional",1.2
"76",76,"2021T3","Variación trimestral","General","Nacional",2.1
"77",77,"2021T2","Variación trimestral","General","Nacional",2.4
"78",78,"2021T1","Variación trimestral","General","Nacional",0.5
"79",79,"2020T4","Variación trimestral","General","Nacional",-0.8
"80",80,"2020T3","Variación trimestral","General","Nacional",1.1
"81",81,"2020T2","Variación trimestral","General","Nacional",0.1
"82",82,"2020T1","Variación trimestral","General","Nacional",1.1
"83",83,"2019T4","Variación trimestral","General","Nacional",-0.6
"84",84,"2019T3","Variación trimestral","General","Nacional",1.6
"85",85,"2019T2","Variación trimestral","General","Nacional",1.2
"86",86,"2019T1","Variación trimestral","General","Nacional",1.5
"87",87,"2018T4","Variación trimestral","General","Nacional",0.4
"88",88,"2018T3","Variación trimestral","General","Nacional",2.2
"89",89,"2018T2","Variación trimestral","General","Nacional",2.6
"90",90,"2018T1","Variación trimestral","General","Nacional",1.4
"91",91,"2017T4","Variación trimestral","General","Nacional",0.9
"92",92,"2017T3","Variación trimestral","General","Nacional",1.8
"93",93,"2017T2","Variación trimestral","General","Nacional",2
"94",94,"2017T1","Variación trimestral","General","Nacional",2.3
"95",95,"2016T4","Variación trimestral","General","Nacional",0.4
"96",96,"2016T3","Variación trimestral","General","Nacional",0.8
"97",97,"2016T2","Variación trimestral","General","Nacional",1.8
"98",98,"2016T1","Variación trimestral","General","Nacional",1.5
"99",99,"2015T4","Variación trimestral","General","Nacional",-0.1
"100",100,"2015T3","Variación trimestral","General","Nacional",0.7
"101",101,"2015T2","Variación trimestral","General","Nacional",4.2
"102",102,"2015T1","Variación trimestral","General","Nacional",-0.6
"103",103,"2014T4","Variación trimestral","General","Nacional",0.2
"104",104,"2014T3","Variación trimestral","General","Nacional",0.2
"105",105,"2014T2","Variación trimestral","General","Nacional",1.7
"106",106,"2014T1","Variación trimestral","General","Nacional",-0.3
"107",107,"2013T4","Variación trimestral","General","Nacional",-1.3
"108",108,"2013T3","Variación trimestral","General","Nacional",0.7
"109",109,"2013T2","Variación trimestral","General","Nacional",-0.8
"110",110,"2013T1","Variación trimestral","General","Nacional",-6.6
"111",111,"2012T4","Variación trimestral","General","Nacional",-1.4
"112",112,"2012T3","Variación trimestral","General","Nacional",-3.8
"113",113,"2012T2","Variación trimestral","General","Nacional",-3.3
"114",114,"2012T1","Variación trimestral","General","Nacional",-5
"115",115,"2011T4","Variación trimestral","General","Nacional",-4.2
"116",116,"2011T3","Variación trimestral","General","Nacional",-2.8
"117",117,"2011T2","Variación trimestral","General","Nacional",-1.2
"118",118,"2011T1","Variación trimestral","General","Nacional",-3.5
"119",119,"2010T4","Variación trimestral","General","Nacional",-0.1
"120",120,"2010T3","Variación trimestral","General","Nacional",-2.2
"121",121,"2010T2","Variación trimestral","General","Nacional",1.6
"122",122,"2010T1","Variación trimestral","General","Nacional",-1.2
"123",123,"2009T4","Variación trimestral","General","Nacional",-0.4
"124",124,"2009T3","Variación trimestral","General","Nacional",-0.9
"125",125,"2009T2","Variación trimestral","General","Nacional",-0.4
"126",126,"2009T1","Variación trimestral","General","Nacional",-2.7
"127",127,"2008T4","Variación trimestral","General","Nacional",-3.1
"128",128,"2008T3","Variación trimestral","General","Nacional",-1.7
"129",129,"2008T2","Variación trimestral","General","Nacional",-0.3
"130",130,"2008T1","Variación trimestral","General","Nacional",-0.4
"131",131,"2007T4","Variación trimestral","General","Nacional",-0.7
"132",132,"2007T3","Variación trimestral","General","Nacional",1.1
"133",133,"2007T2","Variación trimestral","General","Nacional",2.9
"134",134,"2007T1","Variación trimestral","General","Nacional",2.4
"135",135,"2023T3","Variación anual","General","Nacional",4.5
"136",136,"2023T2","Variación anual","General","Nacional",3.6
"137",137,"2023T1","Variación anual","General","Nacional",3.5
"138",138,"2022T4","Variación anual","General","Nacional",5.5
"139",139,"2022T3","Variación anual","General","Nacional",7.6
"140",140,"2022T2","Variación anual","General","Nacional",8
"141",141,"2022T1","Variación anual","General","Nacional",8.5
"142",142,"2021T4","Variación anual","General","Nacional",6.4
"143",143,"2021T3","Variación anual","General","Nacional",4.2
"144",144,"2021T2","Variación anual","General","Nacional",3.3
"145",145,"2021T1","Variación anual","General","Nacional",0.9
"146",146,"2020T4","Variación anual","General","Nacional",1.5
"147",147,"2020T3","Variación anual","General","Nacional",1.7
"148",148,"2020T2","Variación anual","General","Nacional",2.1
"149",149,"2020T1","Variación anual","General","Nacional",3.2
"150",150,"2019T4","Variación anual","General","Nacional",3.6
"151",151,"2019T3","Variación anual","General","Nacional",4.7
"152",152,"2019T2","Variación anual","General","Nacional",5.3
"153",153,"2019T1","Variación anual","General","Nacional",6.8
"154",154,"2018T4","Variación anual","General","Nacional",6.6
"155",155,"2018T3","Variación anual","General","Nacional",7.2
"156",156,"2018T2","Variación anual","General","Nacional",6.8
"157",157,"2018T1","Variación anual","General","Nacional",6.2
"158",158,"2017T4","Variación anual","General","Nacional",7.2
"159",159,"2017T3","Variación anual","General","Nacional",6.7
"160",160,"2017T2","Variación anual","General","Nacional",5.6
"161",161,"2017T1","Variación anual","General","Nacional",5.3
"162",162,"2016T4","Variación anual","General","Nacional",4.5
"163",163,"2016T3","Variación anual","General","Nacional",4
"164",164,"2016T2","Variación anual","General","Nacional",3.9
"165",165,"2016T1","Variación anual","General","Nacional",6.3
"166",166,"2015T4","Variación anual","General","Nacional",4.2
"167",167,"2015T3","Variación anual","General","Nacional",4.5
"168",168,"2015T2","Variación anual","General","Nacional",4
"169",169,"2015T1","Variación anual","General","Nacional",1.5
"170",170,"2014T4","Variación anual","General","Nacional",1.8
"171",171,"2014T3","Variación anual","General","Nacional",0.3
"172",172,"2014T2","Variación anual","General","Nacional",0.8
"173",173,"2014T1","Variación anual","General","Nacional",-1.6
"174",174,"2013T4","Variación anual","General","Nacional",-7.8
"175",175,"2013T3","Variación anual","General","Nacional",-7.9
"176",176,"2013T2","Variación anual","General","Nacional",-12
"177",177,"2013T1","Variación anual","General","Nacional",-14.3
"178",178,"2012T4","Variación anual","General","Nacional",-12.8
"179",179,"2012T3","Variación anual","General","Nacional",-15.2
"180",180,"2012T2","Variación anual","General","Nacional",-14.4
"181",181,"2012T1","Variación anual","General","Nacional",-12.6
"182",182,"2011T4","Variación anual","General","Nacional",-11.2
"183",183,"2011T3","Variación anual","General","Nacional",-7.4
"184",184,"2011T2","Variación anual","General","Nacional",-6.8
"185",185,"2011T1","Variación anual","General","Nacional",-4.1
"186",186,"2010T4","Variación anual","General","Nacional",-1.9
"187",187,"2010T3","Variación anual","General","Nacional",-2.2
"188",188,"2010T2","Variación anual","General","Nacional",-0.9
"189",189,"2010T1","Variación anual","General","Nacional",-2.9
"190",190,"2009T4","Variación anual","General","Nacional",-4.3
"191",191,"2009T3","Variación anual","General","Nacional",-7
"192",192,"2009T2","Variación anual","General","Nacional",-7.7
"193",193,"2009T1","Variación anual","General","Nacional",-7.6
"194",194,"2008T4","Variación anual","General","Nacional",-5.4
"195",195,"2008T3","Variación anual","General","Nacional",-3
"196",196,"2008T2","Variación anual","General","Nacional",-0.3
"197",197,"2008T1","Variación anual","General","Nacional",2.8
"198",198,"2007T4","Variación anual","General","Nacional",5.7
"199",199,"2007T3","Variación anual","General","Nacional",9.2
"200",200,"2007T2","Variación anual","General","Nacional",11.6
"201",201,"2007T1","Variación anual","General","Nacional",13.1
"202",202,"2023T3","Variación en lo que va de año","General","Nacional",5.3
"203",203,"2023T2","Variación en lo que va de año","General","Nacional",2.7
"204",204,"2023T1","Variación en lo que va de año","General","Nacional",0.6
"205",205,"2022T4","Variación en lo que va de año","General","Nacional",5.5
"206",206,"2022T3","Variación en lo que va de año","General","Nacional",6.3
"207",207,"2022T2","Variación en lo que va de año","General","Nacional",4.5
"208",208,"2022T1","Variación en lo que va de año","General","Nacional",2.6
"209",209,"2021T4","Variación en lo que va de año","General","Nacional",6.4
"210",210,"2021T3","Variación en lo que va de año","General","Nacional",5.1
"211",211,"2021T2","Variación en lo que va de año","General","Nacional",3
"212",212,"2021T1","Variación en lo que va de año","General","Nacional",0.5
"213",213,"2020T4","Variación en lo que va de año","General","Nacional",1.5
"214",214,"2020T3","Variación en lo que va de año","General","Nacional",2.3
"215",215,"2020T2","Variación en lo que va de año","General","Nacional",1.2
"216",216,"2020T1","Variación en lo que va de año","General","Nacional",1.1
"217",217,"2019T4","Variación en lo que va de año","General","Nacional",3.6
"218",218,"2019T3","Variación en lo que va de año","General","Nacional",4.3
"219",219,"2019T2","Variación en lo que va de año","General","Nacional",2.7
"220",220,"2019T1","Variación en lo que va de año","General","Nacional",1.5
"221",221,"2018T4","Variación en lo que va de año","General","Nacional",6.6
"222",222,"2018T3","Variación en lo que va de año","General","Nacional",6.2
"223",223,"2018T2","Variación en lo que va de año","General","Nacional",4
"224",224,"2018T1","Variación en lo que va de año","General","Nacional",1.4
"225",225,"2017T4","Variación en lo que va de año","General","Nacional",7.2
"226",226,"2017T3","Variación en lo que va de año","General","Nacional",6.2
"227",227,"2017T2","Variación en lo que va de año","General","Nacional",4.3
"228",228,"2017T1","Variación en lo que va de año","General","Nacional",2.3
"229",229,"2016T4","Variación en lo que va de año","General","Nacional",4.5
"230",230,"2016T3","Variación en lo que va de año","General","Nacional",4.1
"231",231,"2016T2","Variación en lo que va de año","General","Nacional",3.3
"232",232,"2016T1","Variación en lo que va de año","General","Nacional",1.5
"233",233,"2015T4","Variación en lo que va de año","General","Nacional",4.2
"234",234,"2015T3","Variación en lo que va de año","General","Nacional",4.3
"235",235,"2015T2","Variación en lo que va de año","General","Nacional",3.6
"236",236,"2015T1","Variación en lo que va de año","General","Nacional",-0.6
"237",237,"2014T4","Variación en lo que va de año","General","Nacional",1.8
"238",238,"2014T3","Variación en lo que va de año","General","Nacional",1.6
"239",239,"2014T2","Variación en lo que va de año","General","Nacional",1.4
"240",240,"2014T1","Variación en lo que va de año","General","Nacional",-0.3
"241",241,"2013T4","Variación en lo que va de año","General","Nacional",-7.8
"242",242,"2013T3","Variación en lo que va de año","General","Nacional",-6.6
"243",243,"2013T2","Variación en lo que va de año","General","Nacional",-7.3
"244",244,"2013T1","Variación en lo que va de año","General","Nacional",-6.6
"245",245,"2012T4","Variación en lo que va de año","General","Nacional",-12.8
"246",246,"2012T3","Variación en lo que va de año","General","Nacional",-11.5
"247",247,"2012T2","Variación en lo que va de año","General","Nacional",-8.1
"248",248,"2012T1","Variación en lo que va de año","General","Nacional",-5
"249",249,"2011T4","Variación en lo que va de año","General","Nacional",-11.2
"250",250,"2011T3","Variación en lo que va de año","General","Nacional",-7.3
"251",251,"2011T2","Variación en lo que va de año","General","Nacional",-4.6
"252",252,"2011T1","Variación en lo que va de año","General","Nacional",-3.5
"253",253,"2010T4","Variación en lo que va de año","General","Nacional",-1.9
"254",254,"2010T3","Variación en lo que va de año","General","Nacional",-1.8
"255",255,"2010T2","Variación en lo que va de año","General","Nacional",0.4
"256",256,"2010T1","Variación en lo que va de año","General","Nacional",-1.2
"257",257,"2009T4","Variación en lo que va de año","General","Nacional",-4.3
"258",258,"2009T3","Variación en lo que va de año","General","Nacional",-4
"259",259,"2009T2","Variación en lo que va de año","General","Nacional",-3.1
"260",260,"2009T1","Variación en lo que va de año","General","Nacional",-2.7
"261",261,"2008T4","Variación en lo que va de año","General","Nacional",-5.4
"262",262,"2008T3","Variación en lo que va de año","General","Nacional",-2.3
"263",263,"2008T2","Variación en lo que va de año","General","Nacional",-0.7
"264",264,"2008T1","Variación en lo que va de año","General","Nacional",-0.4
"265",265,"2007T4","Variación en lo que va de año","General","Nacional",5.7
"266",266,"2007T3","Variación en lo que va de año","General","Nacional",6.5
"267",267,"2007T2","Variación en lo que va de año","General","Nacional",5.3
"268",268,"2007T1","Variación en lo que va de año","General","Nacional",2.4
"269",269,"2023T3","Índice","Vivienda nueva","Nacional",171.973
"270",270,"2023T2","Índice","Vivienda nueva","Nacional",165.263
"271",271,"2023T1","Índice","Vivienda nueva","Nacional",162.514
"272",272,"2022T4","Índice","Vivienda nueva","Nacional",157.801
"273",273,"2022T3","Índice","Vivienda nueva","Nacional",154.931
"274",274,"2022T2","Índice","Vivienda nueva","Nacional",153.51
"275",275,"2022T1","Índice","Vivienda nueva","Nacional",153.365
"276",276,"2021T4","Índice","Vivienda nueva","Nacional",148.64
"277",277,"2021T3","Índice","Vivienda nueva","Nacional",145.073
"278",278,"2021T2","Índice","Vivienda nueva","Nacional",141.088
"279",279,"2021T1","Índice","Vivienda nueva","Nacional",139.321
"280",280,"2020T4","Índice","Vivienda nueva","Nacional",140.144
"281",281,"2020T3","Índice","Vivienda nueva","Nacional",139.4
"282",282,"2020T2","Índice","Vivienda nueva","Nacional",133.093
"283",283,"2020T1","Índice","Vivienda nueva","Nacional",136.156
"284",284,"2019T4","Índice","Vivienda nueva","Nacional",129.523
"285",285,"2019T3","Índice","Vivienda nueva","Nacional",129.72
"286",286,"2019T2","Índice","Vivienda nueva","Nacional",127.787
"287",287,"2019T1","Índice","Vivienda nueva","Nacional",128.285
"288",288,"2018T4","Índice","Vivienda nueva","Nacional",123.044
"289",289,"2018T3","Índice","Vivienda nueva","Nacional",121.645
"290",290,"2018T2","Índice","Vivienda nueva","Nacional",119.235
"291",291,"2018T1","Índice","Vivienda nueva","Nacional",116.249
"292",292,"2017T4","Índice","Vivienda nueva","Nacional",113.902
"293",293,"2017T3","Índice","Vivienda nueva","Nacional",114.619
"294",294,"2017T2","Índice","Vivienda nueva","Nacional",112.835
"295",295,"2017T1","Índice","Vivienda nueva","Nacional",110.016
"296",296,"2016T4","Índice","Vivienda nueva","Nacional",106.098
"297",297,"2016T3","Índice","Vivienda nueva","Nacional",107.605
"298",298,"2016T2","Índice","Vivienda nueva","Nacional",108.105
"299",299,"2016T1","Índice","Vivienda nueva","Nacional",104.284
"300",300,"2015T4","Índice","Vivienda nueva","Nacional",101.678
"301",301,"2015T3","Índice","Vivienda nueva","Nacional",100.328
"302",302,"2015T2","Índice","Vivienda nueva","Nacional",99.726
"303",303,"2015T1","Índice","Vivienda nueva","Nacional",98.268
"304",304,"2014T4","Índice","Vivienda nueva","Nacional",96.12
"305",305,"2014T3","Índice","Vivienda nueva","Nacional",96.21
"306",306,"2014T2","Índice","Vivienda nueva","Nacional",95.083
"307",307,"2014T1","Índice","Vivienda nueva","Nacional",94.496
"308",308,"2013T4","Índice","Vivienda nueva","Nacional",94.356
"309",309,"2013T3","Índice","Vivienda nueva","Nacional",95.459
"310",310,"2013T2","Índice","Vivienda nueva","Nacional",93.275
"311",311,"2013T1","Índice","Vivienda nueva","Nacional",95.538
"312",312,"2012T4","Índice","Vivienda nueva","Nacional",102.554
"313",313,"2012T3","Índice","Vivienda nueva","Nacional",103.702
"314",314,"2012T2","Índice","Vivienda nueva","Nacional",106.796
"315",315,"2012T1","Índice","Vivienda nueva","Nacional",109.595
"316",316,"2011T4","Índice","Vivienda nueva","Nacional",115.139
"317",317,"2011T3","Índice","Vivienda nueva","Nacional",120.016
"318",318,"2011T2","Índice","Vivienda nueva","Nacional",122.445
"319",319,"2011T1","Índice","Vivienda nueva","Nacional",124.259
"320",320,"2010T4","Índice","Vivienda nueva","Nacional",125.903
"321",321,"2010T3","Índice","Vivienda nueva","Nacional",126.395
"322",322,"2010T2","Índice","Vivienda nueva","Nacional",129.118
"323",323,"2010T1","Índice","Vivienda nueva","Nacional",126.703
"324",324,"2009T4","Índice","Vivienda nueva","Nacional",128.647
"325",325,"2009T3","Índice","Vivienda nueva","Nacional",129.71
"326",326,"2009T2","Índice","Vivienda nueva","Nacional",131.365
"327",327,"2009T1","Índice","Vivienda nueva","Nacional",132.281
"328",328,"2008T4","Índice","Vivienda nueva","Nacional",135.526
"329",329,"2008T3","Índice","Vivienda nueva","Nacional",137.382
"330",330,"2008T2","Índice","Vivienda nueva","Nacional",136.652
"331",331,"2008T1","Índice","Vivienda nueva","Nacional",134.966
"332",332,"2007T4","Índice","Vivienda nueva","Nacional",134.449
"333",333,"2007T3","Índice","Vivienda nueva","Nacional",132.475
"334",334,"2007T2","Índice","Vivienda nueva","Nacional",129.748
"335",335,"2007T1","Índice","Vivienda nueva","Nacional",125.956
"336",336,"2023T3","Variación trimestral","Vivienda nueva","Nacional",4.1
"337",337,"2023T2","Variación trimestral","Vivienda nueva","Nacional",1.7
"338",338,"2023T1","Variación trimestral","Vivienda nueva","Nacional",3
"339",339,"2022T4","Variación trimestral","Vivienda nueva","Nacional",1.9
"340",340,"2022T3","Variación trimestral","Vivienda nueva","Nacional",0.9
"341",341,"2022T2","Variación trimestral","Vivienda nueva","Nacional",0.1
"342",342,"2022T1","Variación trimestral","Vivienda nueva","Nacional",3.2
"343",343,"2021T4","Variación trimestral","Vivienda nueva","Nacional",2.5
"344",344,"2021T3","Variación trimestral","Vivienda nueva","Nacional",2.8
"345",345,"2021T2","Variación trimestral","Vivienda nueva","Nacional",1.3
"346",346,"2021T1","Variación trimestral","Vivienda nueva","Nacional",-0.6
"347",347,"2020T4","Variación trimestral","Vivienda nueva","Nacional",0.5
"348",348,"2020T3","Variación trimestral","Vivienda nueva","Nacional",4.7
"349",349,"2020T2","Variación trimestral","Vivienda nueva","Nacional",-2.2
"350",350,"2020T1","Variación trimestral","Vivienda nueva","Nacional",5.1
"351",351,"2019T4","Variación trimestral","Vivienda nueva","Nacional",-0.2
"352",352,"2019T3","Variación trimestral","Vivienda nueva","Nacional",1.5
"353",353,"2019T2","Variación trimestral","Vivienda nueva","Nacional",-0.4
"354",354,"2019T1","Variación trimestral","Vivienda nueva","Nacional",4.3
"355",355,"2018T4","Variación trimestral","Vivienda nueva","Nacional",1.2
"356",356,"2018T3","Variación trimestral","Vivienda nueva","Nacional",2
"357",357,"2018T2","Variación trimestral","Vivienda nueva","Nacional",2.6
"358",358,"2018T1","Variación trimestral","Vivienda nueva","Nacional",2.1
"359",359,"2017T4","Variación trimestral","Vivienda nueva","Nacional",-0.6
"360",360,"2017T3","Variación trimestral","Vivienda nueva","Nacional",1.6
"361",361,"2017T2","Variación trimestral","Vivienda nueva","Nacional",2.6
"362",362,"2017T1","Variación trimestral","Vivienda nueva","Nacional",3.7
"363",363,"2016T4","Variación trimestral","Vivienda nueva","Nacional",-1.4
"364",364,"2016T3","Variación trimestral","Vivienda nueva","Nacional",-0.5
"365",365,"2016T2","Variación trimestral","Vivienda nueva","Nacional",3.7
"366",366,"2016T1","Variación trimestral","Vivienda nueva","Nacional",2.6
"367",367,"2015T4","Variación trimestral","Vivienda nueva","Nacional",1.3
"368",368,"2015T3","Variación trimestral","Vivienda nueva","Nacional",0.6
"369",369,"2015T2","Variación trimestral","Vivienda nueva","Nacional",1.5
"370",370,"2015T1","Variación trimestral","Vivienda nueva","Nacional",2.2
"371",371,"2014T4","Variación trimestral","Vivienda nueva","Nacional",-0.1
"372",372,"2014T3","Variación trimestral","Vivienda nueva","Nacional",1.2
"373",373,"2014T2","Variación trimestral","Vivienda nueva","Nacional",0.6
"374",374,"2014T1","Variación trimestral","Vivienda nueva","Nacional",0.1
"375",375,"2013T4","Variación trimestral","Vivienda nueva","Nacional",-1.2
"376",376,"2013T3","Variación trimestral","Vivienda nueva","Nacional",2.3
"377",377,"2013T2","Variación trimestral","Vivienda nueva","Nacional",-2.4
"378",378,"2013T1","Variación trimestral","Vivienda nueva","Nacional",-6.8
"379",379,"2012T4","Variación trimestral","Vivienda nueva","Nacional",-1.1
"380",380,"2012T3","Variación trimestral","Vivienda nueva","Nacional",-2.9
"381",381,"2012T2","Variación trimestral","Vivienda nueva","Nacional",-2.6
"382",382,"2012T1","Variación trimestral","Vivienda nueva","Nacional",-4.8
"383",383,"2011T4","Variación trimestral","Vivienda nueva","Nacional",-4.1
"384",384,"2011T3","Variación trimestral","Vivienda nueva","Nacional",-2
"385",385,"2011T2","Variación trimestral","Vivienda nueva","Nacional",-1.5
"386",386,"2011T1","Variación trimestral","Vivienda nueva","Nacional",-1.3
"387",387,"2010T4","Variación trimestral","Vivienda nueva","Nacional",-0.4
"388",388,"2010T3","Variación trimestral","Vivienda nueva","Nacional",-2.1
"389",389,"2010T2","Variación trimestral","Vivienda nueva","Nacional",1.9
"390",390,"2010T1","Variación trimestral","Vivienda nueva","Nacional",-1.5
"391",391,"2009T4","Variación trimestral","Vivienda nueva","Nacional",-0.8
"392",392,"2009T3","Variación trimestral","Vivienda nueva","Nacional",-1.3
"393",393,"2009T2","Variación trimestral","Vivienda nueva","Nacional",-0.7
"394",394,"2009T1","Variación trimestral","Vivienda nueva","Nacional",-2.4
"395",395,"2008T4","Variación trimestral","Vivienda nueva","Nacional",-1.4
"396",396,"2008T3","Variación trimestral","Vivienda nueva","Nacional",0.5
"397",397,"2008T2","Variación trimestral","Vivienda nueva","Nacional",1.2
"398",398,"2008T1","Variación trimestral","Vivienda nueva","Nacional",0.4
"399",399,"2007T4","Variación trimestral","Vivienda nueva","Nacional",1.5
"400",400,"2007T3","Variación trimestral","Vivienda nueva","Nacional",2.1
"401",401,"2007T2","Variación trimestral","Vivienda nueva","Nacional",3
"402",402,"2007T1","Variación trimestral","Vivienda nueva","Nacional",2.9
"403",403,"2023T3","Variación anual","Vivienda nueva","Nacional",11
"404",404,"2023T2","Variación anual","Vivienda nueva","Nacional",7.7
"405",405,"2023T1","Variación anual","Vivienda nueva","Nacional",6
"406",406,"2022T4","Variación anual","Vivienda nueva","Nacional",6.2
"407",407,"2022T3","Variación anual","Vivienda nueva","Nacional",6.8
"408",408,"2022T2","Variación anual","Vivienda nueva","Nacional",8.8
"409",409,"2022T1","Variación anual","Vivienda nueva","Nacional",10.1
"410",410,"2021T4","Variación anual","Vivienda nueva","Nacional",6.1
"411",411,"2021T3","Variación anual","Vivienda nueva","Nacional",4.1
"412",412,"2021T2","Variación anual","Vivienda nueva","Nacional",6
"413",413,"2021T1","Variación anual","Vivienda nueva","Nacional",2.3
"414",414,"2020T4","Variación anual","Vivienda nueva","Nacional",8.2
"415",415,"2020T3","Variación anual","Vivienda nueva","Nacional",7.5
"416",416,"2020T2","Variación anual","Vivienda nueva","Nacional",4.2
"417",417,"2020T1","Variación anual","Vivienda nueva","Nacional",6.1
"418",418,"2019T4","Variación anual","Vivienda nueva","Nacional",5.3
"419",419,"2019T3","Variación anual","Vivienda nueva","Nacional",6.6
"420",420,"2019T2","Variación anual","Vivienda nueva","Nacional",7.2
"421",421,"2019T1","Variación anual","Vivienda nueva","Nacional",10.4
"422",422,"2018T4","Variación anual","Vivienda nueva","Nacional",8
"423",423,"2018T3","Variación anual","Vivienda nueva","Nacional",6.1
"424",424,"2018T2","Variación anual","Vivienda nueva","Nacional",5.7
"425",425,"2018T1","Variación anual","Vivienda nueva","Nacional",5.7
"426",426,"2017T4","Variación anual","Vivienda nueva","Nacional",7.4
"427",427,"2017T3","Variación anual","Vivienda nueva","Nacional",6.5
"428",428,"2017T2","Variación anual","Vivienda nueva","Nacional",4.4
"429",429,"2017T1","Variación anual","Vivienda nueva","Nacional",5.5
"430",430,"2016T4","Variación anual","Vivienda nueva","Nacional",4.3
"431",431,"2016T3","Variación anual","Vivienda nueva","Nacional",7.3
"432",432,"2016T2","Variación anual","Vivienda nueva","Nacional",8.4
"433",433,"2016T1","Variación anual","Vivienda nueva","Nacional",6.1
"434",434,"2015T4","Variación anual","Vivienda nueva","Nacional",5.8
"435",435,"2015T3","Variación anual","Vivienda nueva","Nacional",4.3
"436",436,"2015T2","Variación anual","Vivienda nueva","Nacional",4.9
"437",437,"2015T1","Variación anual","Vivienda nueva","Nacional",4
"438",438,"2014T4","Variación anual","Vivienda nueva","Nacional",1.9
"439",439,"2014T3","Variación anual","Vivienda nueva","Nacional",0.8
"440",440,"2014T2","Variación anual","Vivienda nueva","Nacional",1.9
