"","X","Periodo","Índices.y.tasas","General..vivienda.nueva.y.de.segunda.mano","Comunidades.y.Ciudades.Autónomas","value"
"11208",11208,"2019T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",2
"11209",11209,"2018T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",10
"11210",11210,"2018T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",10.1
"11211",11211,"2018T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",6.3
"11212",11212,"2018T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",3
"11213",11213,"2017T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",12.2
"11214",11214,"2017T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",10.5
"11215",11215,"2017T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",7.5
"11216",11216,"2017T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",4.1
"11217",11217,"2016T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",9.5
"11218",11218,"2016T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",7.4
"11219",11219,"2016T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",5.6
"11220",11220,"2016T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",2.6
"11221",11221,"2015T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",7.4
"11222",11222,"2015T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",7.2
"11223",11223,"2015T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",6
"11224",11224,"2015T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",0.3
"11225",11225,"2014T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",3
"11226",11226,"2014T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",3.5
"11227",11227,"2014T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",3.1
"11228",11228,"2014T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",1.3
"11229",11229,"2013T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-7.3
"11230",11230,"2013T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-6.3
"11231",11231,"2013T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-5.4
"11232",11232,"2013T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-6.6
"11233",11233,"2012T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-14.5
"11234",11234,"2012T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-12.4
"11235",11235,"2012T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-7.6
"11236",11236,"2012T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-3.1
"11237",11237,"2011T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-16.8
"11238",11238,"2011T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-10.6
"11239",11239,"2011T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-7.4
"11240",11240,"2011T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-6.3
"11241",11241,"2010T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-0.3
"11242",11242,"2010T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-0.8
"11243",11243,"2010T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",1.6
"11244",11244,"2010T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-0.1
"11245",11245,"2009T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-2.9
"11246",11246,"2009T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-2.6
"11247",11247,"2009T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-3
"11248",11248,"2009T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-1.6
"11249",11249,"2008T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-12.9
"11250",11250,"2008T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-7.3
"11251",11251,"2008T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-3.2
"11252",11252,"2008T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-2.2
"11253",11253,"2007T4","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",-2
"11254",11254,"2007T3","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",3.5
"11255",11255,"2007T2","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",4.2
"11256",11256,"2007T1","Variación en lo que va de año","Vivienda segunda mano","13 Madrid, Comunidad de",2.2
"11257",11257,"2023T3","Índice","General","14 Murcia, Región de",133.986
"11258",11258,"2023T2","Índice","General","14 Murcia, Región de",132.087
"11259",11259,"2023T1","Índice","General","14 Murcia, Región de",129.441
"11260",11260,"2022T4","Índice","General","14 Murcia, Región de",129.533
"11261",11261,"2022T3","Índice","General","14 Murcia, Región de",131.001
"11262",11262,"2022T2","Índice","General","14 Murcia, Región de",130.258
"11263",11263,"2022T1","Índice","General","14 Murcia, Región de",127.267
"11264",11264,"2021T4","Índice","General","14 Murcia, Región de",123.591
"11265",11265,"2021T3","Índice","General","14 Murcia, Región de",122.36
"11266",11266,"2021T2","Índice","General","14 Murcia, Región de",119.124
"11267",11267,"2021T1","Índice","General","14 Murcia, Región de",116.235
"11268",11268,"2020T4","Índice","General","14 Murcia, Región de",115.914
"11269",11269,"2020T3","Índice","General","14 Murcia, Región de",115.122
"11270",11270,"2020T2","Índice","General","14 Murcia, Región de",114.141
"11271",11271,"2020T1","Índice","General","14 Murcia, Región de",112.336
"11272",11272,"2019T4","Índice","General","14 Murcia, Región de",112.501
"11273",11273,"2019T3","Índice","General","14 Murcia, Región de",111.729
"11274",11274,"2019T2","Índice","General","14 Murcia, Región de",110.954
"11275",11275,"2019T1","Índice","General","14 Murcia, Región de",108.708
"11276",11276,"2018T4","Índice","General","14 Murcia, Región de",107.538
"11277",11277,"2018T3","Índice","General","14 Murcia, Región de",107.79
"11278",11278,"2018T2","Índice","General","14 Murcia, Región de",105.157
"11279",11279,"2018T1","Índice","General","14 Murcia, Región de",104.075
"11280",11280,"2017T4","Índice","General","14 Murcia, Región de",102.93
"11281",11281,"2017T3","Índice","General","14 Murcia, Región de",103.736
"11282",11282,"2017T2","Índice","General","14 Murcia, Región de",102.469
"11283",11283,"2017T1","Índice","General","14 Murcia, Región de",101.313
"11284",11284,"2016T4","Índice","General","14 Murcia, Región de",101.059
"11285",11285,"2016T3","Índice","General","14 Murcia, Región de",101.927
"11286",11286,"2016T2","Índice","General","14 Murcia, Región de",102.195
"11287",11287,"2016T1","Índice","General","14 Murcia, Región de",100.406
"11288",11288,"2015T4","Índice","General","14 Murcia, Región de",100.359
"11289",11289,"2015T3","Índice","General","14 Murcia, Región de",101.213
"11290",11290,"2015T2","Índice","General","14 Murcia, Región de",100.826
"11291",11291,"2015T1","Índice","General","14 Murcia, Región de",97.602
"11292",11292,"2014T4","Índice","General","14 Murcia, Región de",98.602
"11293",11293,"2014T3","Índice","General","14 Murcia, Región de",99.465
"11294",11294,"2014T2","Índice","General","14 Murcia, Región de",98.955
"11295",11295,"2014T1","Índice","General","14 Murcia, Región de",96.438
"11296",11296,"2013T4","Índice","General","14 Murcia, Región de",95.977
"11297",11297,"2013T3","Índice","General","14 Murcia, Región de",98.027
"11298",11298,"2013T2","Índice","General","14 Murcia, Región de",97.829
"11299",11299,"2013T1","Índice","General","14 Murcia, Región de",100.888
"11300",11300,"2012T4","Índice","General","14 Murcia, Región de",111.335
"11301",11301,"2012T3","Índice","General","14 Murcia, Región de",115.391
"11302",11302,"2012T2","Índice","General","14 Murcia, Región de",117.283
"11303",11303,"2012T1","Índice","General","14 Murcia, Región de",119.693
"11304",11304,"2011T4","Índice","General","14 Murcia, Región de",125.867
"11305",11305,"2011T3","Índice","General","14 Murcia, Región de",130.042
"11306",11306,"2011T2","Índice","General","14 Murcia, Región de",132.44
"11307",11307,"2011T1","Índice","General","14 Murcia, Región de",133.638
"11308",11308,"2010T4","Índice","General","14 Murcia, Región de",135.542
"11309",11309,"2010T3","Índice","General","14 Murcia, Región de",137.569
"11310",11310,"2010T2","Índice","General","14 Murcia, Región de",139.726
"11311",11311,"2010T1","Índice","General","14 Murcia, Región de",136.937
"11312",11312,"2009T4","Índice","General","14 Murcia, Región de",139.149
"11313",11313,"2009T3","Índice","General","14 Murcia, Región de",139.236
"11314",11314,"2009T2","Índice","General","14 Murcia, Región de",138.688
"11315",11315,"2009T1","Índice","General","14 Murcia, Región de",138.454
"11316",11316,"2008T4","Índice","General","14 Murcia, Región de",139.19
"11317",11317,"2008T3","Índice","General","14 Murcia, Región de",140.779
"11318",11318,"2008T2","Índice","General","14 Murcia, Región de",140.492
"11319",11319,"2008T1","Índice","General","14 Murcia, Región de",140.751
"11320",11320,"2007T4","Índice","General","14 Murcia, Región de",140.362
"11321",11321,"2007T3","Índice","General","14 Murcia, Región de",137.832
"11322",11322,"2007T2","Índice","General","14 Murcia, Región de",134.346
"11323",11323,"2007T1","Índice","General","14 Murcia, Región de",129.674
"11324",11324,"2023T3","Variación trimestral","General","14 Murcia, Región de",1.4
"11325",11325,"2023T2","Variación trimestral","General","14 Murcia, Región de",2
"11326",11326,"2023T1","Variación trimestral","General","14 Murcia, Región de",-0.1
"11327",11327,"2022T4","Variación trimestral","General","14 Murcia, Región de",-1.1
"11328",11328,"2022T3","Variación trimestral","General","14 Murcia, Región de",0.6
"11329",11329,"2022T2","Variación trimestral","General","14 Murcia, Región de",2.4
"11330",11330,"2022T1","Variación trimestral","General","14 Murcia, Región de",3
"11331",11331,"2021T4","Variación trimestral","General","14 Murcia, Región de",1
"11332",11332,"2021T3","Variación trimestral","General","14 Murcia, Región de",2.7
"11333",11333,"2021T2","Variación trimestral","General","14 Murcia, Región de",2.5
"11334",11334,"2021T1","Variación trimestral","General","14 Murcia, Región de",0.3
"11335",11335,"2020T4","Variación trimestral","General","14 Murcia, Región de",0.7
"11336",11336,"2020T3","Variación trimestral","General","14 Murcia, Región de",0.9
"11337",11337,"2020T2","Variación trimestral","General","14 Murcia, Región de",1.6
"11338",11338,"2020T1","Variación trimestral","General","14 Murcia, Región de",-0.1
"11339",11339,"2019T4","Variación trimestral","General","14 Murcia, Región de",0.7
"11340",11340,"2019T3","Variación trimestral","General","14 Murcia, Región de",0.7
"11341",11341,"2019T2","Variación trimestral","General","14 Murcia, Región de",2.1
"11342",11342,"2019T1","Variación trimestral","General","14 Murcia, Región de",1.1
"11343",11343,"2018T4","Variación trimestral","General","14 Murcia, Región de",-0.2
"11344",11344,"2018T3","Variación trimestral","General","14 Murcia, Región de",2.5
"11345",11345,"2018T2","Variación trimestral","General","14 Murcia, Región de",1
"11346",11346,"2018T1","Variación trimestral","General","14 Murcia, Región de",1.1
"11347",11347,"2017T4","Variación trimestral","General","14 Murcia, Región de",-0.8
"11348",11348,"2017T3","Variación trimestral","General","14 Murcia, Región de",1.2
"11349",11349,"2017T2","Variación trimestral","General","14 Murcia, Región de",1.1
"11350",11350,"2017T1","Variación trimestral","General","14 Murcia, Región de",0.3
"11351",11351,"2016T4","Variación trimestral","General","14 Murcia, Región de",-0.9
"11352",11352,"2016T3","Variación trimestral","General","14 Murcia, Región de",-0.3
"11353",11353,"2016T2","Variación trimestral","General","14 Murcia, Región de",1.8
"11354",11354,"2016T1","Variación trimestral","General","14 Murcia, Región de",0
"11355",11355,"2015T4","Variación trimestral","General","14 Murcia, Región de",-0.8
"11356",11356,"2015T3","Variación trimestral","General","14 Murcia, Región de",0.4
"11357",11357,"2015T2","Variación trimestral","General","14 Murcia, Región de",3.3
"11358",11358,"2015T1","Variación trimestral","General","14 Murcia, Región de",-1
"11359",11359,"2014T4","Variación trimestral","General","14 Murcia, Región de",-0.9
"11360",11360,"2014T3","Variación trimestral","General","14 Murcia, Región de",0.5
"11361",11361,"2014T2","Variación trimestral","General","14 Murcia, Región de",2.6
"11362",11362,"2014T1","Variación trimestral","General","14 Murcia, Región de",0.5
"11363",11363,"2013T4","Variación trimestral","General","14 Murcia, Región de",-2.1
"11364",11364,"2013T3","Variación trimestral","General","14 Murcia, Región de",0.2
"11365",11365,"2013T2","Variación trimestral","General","14 Murcia, Región de",-3
"11366",11366,"2013T1","Variación trimestral","General","14 Murcia, Región de",-9.4
"11367",11367,"2012T4","Variación trimestral","General","14 Murcia, Región de",-3.5
"11368",11368,"2012T3","Variación trimestral","General","14 Murcia, Región de",-1.6
"11369",11369,"2012T2","Variación trimestral","General","14 Murcia, Región de",-2
"11370",11370,"2012T1","Variación trimestral","General","14 Murcia, Región de",-4.9
"11371",11371,"2011T4","Variación trimestral","General","14 Murcia, Región de",-3.2
"11372",11372,"2011T3","Variación trimestral","General","14 Murcia, Región de",-1.8
"11373",11373,"2011T2","Variación trimestral","General","14 Murcia, Región de",-0.9
"11374",11374,"2011T1","Variación trimestral","General","14 Murcia, Región de",-1.4
"11375",11375,"2010T4","Variación trimestral","General","14 Murcia, Región de",-1.5
"11376",11376,"2010T3","Variación trimestral","General","14 Murcia, Región de",-1.5
"11377",11377,"2010T2","Variación trimestral","General","14 Murcia, Región de",2
"11378",11378,"2010T1","Variación trimestral","General","14 Murcia, Región de",-1.6
"11379",11379,"2009T4","Variación trimestral","General","14 Murcia, Región de",-0.1
"11380",11380,"2009T3","Variación trimestral","General","14 Murcia, Región de",0.4
"11381",11381,"2009T2","Variación trimestral","General","14 Murcia, Región de",0.2
"11382",11382,"2009T1","Variación trimestral","General","14 Murcia, Región de",-0.5
"11383",11383,"2008T4","Variación trimestral","General","14 Murcia, Región de",-1.1
"11384",11384,"2008T3","Variación trimestral","General","14 Murcia, Región de",0.2
"11385",11385,"2008T2","Variación trimestral","General","14 Murcia, Región de",-0.2
"11386",11386,"2008T1","Variación trimestral","General","14 Murcia, Región de",0.3
"11387",11387,"2007T4","Variación trimestral","General","14 Murcia, Región de",1.8
"11388",11388,"2007T3","Variación trimestral","General","14 Murcia, Región de",2.6
"11389",11389,"2007T2","Variación trimestral","General","14 Murcia, Región de",3.6
"11390",11390,"2007T1","Variación trimestral","General","14 Murcia, Región de",4.4
"11391",11391,"2023T3","Variación anual","General","14 Murcia, Región de",2.3
"11392",11392,"2023T2","Variación anual","General","14 Murcia, Región de",1.4
"11393",11393,"2023T1","Variación anual","General","14 Murcia, Región de",1.7
"11394",11394,"2022T4","Variación anual","General","14 Murcia, Región de",4.8
"11395",11395,"2022T3","Variación anual","General","14 Murcia, Región de",7.1
"11396",11396,"2022T2","Variación anual","General","14 Murcia, Región de",9.3
"11397",11397,"2022T1","Variación anual","General","14 Murcia, Región de",9.5
"11398",11398,"2021T4","Variación anual","General","14 Murcia, Región de",6.6
"11399",11399,"2021T3","Variación anual","General","14 Murcia, Región de",6.3
"11400",11400,"2021T2","Variación anual","General","14 Murcia, Región de",4.4
"11401",11401,"2021T1","Variación anual","General","14 Murcia, Región de",3.5
"11402",11402,"2020T4","Variación anual","General","14 Murcia, Región de",3
"11403",11403,"2020T3","Variación anual","General","14 Murcia, Región de",3
"11404",11404,"2020T2","Variación anual","General","14 Murcia, Región de",2.9
"11405",11405,"2020T1","Variación anual","General","14 Murcia, Región de",3.3
"11406",11406,"2019T4","Variación anual","General","14 Murcia, Región de",4.6
"11407",11407,"2019T3","Variación anual","General","14 Murcia, Región de",3.7
"11408",11408,"2019T2","Variación anual","General","14 Murcia, Región de",5.5
"11409",11409,"2019T1","Variación anual","General","14 Murcia, Región de",4.5
"11410",11410,"2018T4","Variación anual","General","14 Murcia, Región de",4.5
"11411",11411,"2018T3","Variación anual","General","14 Murcia, Región de",3.9
"11412",11412,"2018T2","Variación anual","General","14 Murcia, Región de",2.6
"11413",11413,"2018T1","Variación anual","General","14 Murcia, Región de",2.7
"11414",11414,"2017T4","Variación anual","General","14 Murcia, Región de",1.9
"11415",11415,"2017T3","Variación anual","General","14 Murcia, Región de",1.8
"11416",11416,"2017T2","Variación anual","General","14 Murcia, Región de",0.3
"11417",11417,"2017T1","Variación anual","General","14 Murcia, Región de",0.9
"11418",11418,"2016T4","Variación anual","General","14 Murcia, Región de",0.7
"11419",11419,"2016T3","Variación anual","General","14 Murcia, Región de",0.7
"11420",11420,"2016T2","Variación anual","General","14 Murcia, Región de",1.4
"11421",11421,"2016T1","Variación anual","General","14 Murcia, Región de",2.9
"11422",11422,"2015T4","Variación anual","General","14 Murcia, Región de",1.8
"11423",11423,"2015T3","Variación anual","General","14 Murcia, Región de",1.8
"11424",11424,"2015T2","Variación anual","General","14 Murcia, Región de",1.9
"11425",11425,"2015T1","Variación anual","General","14 Murcia, Región de",1.2
"11426",11426,"2014T4","Variación anual","General","14 Murcia, Región de",2.7
"11427",11427,"2014T3","Variación anual","General","14 Murcia, Región de",1.5
"11428",11428,"2014T2","Variación anual","General","14 Murcia, Región de",1.2
"11429",11429,"2014T1","Variación anual","General","14 Murcia, Región de",-4.4
"11430",11430,"2013T4","Variación anual","General","14 Murcia, Región de",-13.8
"11431",11431,"2013T3","Variación anual","General","14 Murcia, Región de",-15
"11432",11432,"2013T2","Variación anual","General","14 Murcia, Región de",-16.6
"11433",11433,"2013T1","Variación anual","General","14 Murcia, Región de",-15.7
"11434",11434,"2012T4","Variación anual","General","14 Murcia, Región de",-11.5
"11435",11435,"2012T3","Variación anual","General","14 Murcia, Región de",-11.3
"11436",11436,"2012T2","Variación anual","General","14 Murcia, Región de",-11.4
"11437",11437,"2012T1","Variación anual","General","14 Murcia, Región de",-10.4
"11438",11438,"2011T4","Variación anual","General","14 Murcia, Región de",-7.1
"11439",11439,"2011T3","Variación anual","General","14 Murcia, Región de",-5.5
"11440",11440,"2011T2","Variación anual","General","14 Murcia, Región de",-5.2
"11441",11441,"2011T1","Variación anual","General","14 Murcia, Región de",-2.4
"11442",11442,"2010T4","Variación anual","General","14 Murcia, Región de",-2.6
"11443",11443,"2010T3","Variación anual","General","14 Murcia, Región de",-1.2
"11444",11444,"2010T2","Variación anual","General","14 Murcia, Región de",0.7
"11445",11445,"2010T1","Variación anual","General","14 Murcia, Región de",-1.1
"11446",11446,"2009T4","Variación anual","General","14 Murcia, Región de",0
"11447",11447,"2009T3","Variación anual","General","14 Murcia, Región de",-1.1
"11448",11448,"2009T2","Variación anual","General","14 Murcia, Región de",-1.3
"11449",11449,"2009T1","Variación anual","General","14 Murcia, Región de",-1.6
"11450",11450,"2008T4","Variación anual","General","14 Murcia, Región de",-0.8
"11451",11451,"2008T3","Variación anual","General","14 Murcia, Región de",2.1
"11452",11452,"2008T2","Variación anual","General","14 Murcia, Región de",4.6
"11453",11453,"2008T1","Variación anual","General","14 Murcia, Región de",8.5
"11454",11454,"2007T4","Variación anual","General","14 Murcia, Región de",13
"11455",11455,"2007T3","Variación anual","General","14 Murcia, Región de",15
"11456",11456,"2007T2","Variación anual","General","14 Murcia, Región de",15.6
"11457",11457,"2007T1","Variación anual","General","14 Murcia, Región de",15.5
"11458",11458,"2023T3","Variación en lo que va de año","General","14 Murcia, Región de",3.4
"11459",11459,"2023T2","Variación en lo que va de año","General","14 Murcia, Región de",2
"11460",11460,"2023T1","Variación en lo que va de año","General","14 Murcia, Región de",-0.1
"11461",11461,"2022T4","Variación en lo que va de año","General","14 Murcia, Región de",4.8
"11462",11462,"2022T3","Variación en lo que va de año","General","14 Murcia, Región de",6
"11463",11463,"2022T2","Variación en lo que va de año","General","14 Murcia, Región de",5.4
"11464",11464,"2022T1","Variación en lo que va de año","General","14 Murcia, Región de",3
"11465",11465,"2021T4","Variación en lo que va de año","General","14 Murcia, Región de",6.6
"11466",11466,"2021T3","Variación en lo que va de año","General","14 Murcia, Región de",5.6
"11467",11467,"2021T2","Variación en lo que va de año","General","14 Murcia, Región de",2.8
"11468",11468,"2021T1","Variación en lo que va de año","General","14 Murcia, Región de",0.3
"11469",11469,"2020T4","Variación en lo que va de año","General","14 Murcia, Región de",3
"11470",11470,"2020T3","Variación en lo que va de año","General","14 Murcia, Región de",2.3
"11471",11471,"2020T2","Variación en lo que va de año","General","14 Murcia, Región de",1.5
"11472",11472,"2020T1","Variación en lo que va de año","General","14 Murcia, Región de",-0.1
"11473",11473,"2019T4","Variación en lo que va de año","General","14 Murcia, Región de",4.6
"11474",11474,"2019T3","Variación en lo que va de año","General","14 Murcia, Región de",3.9
"11475",11475,"2019T2","Variación en lo que va de año","General","14 Murcia, Región de",3.2
"11476",11476,"2019T1","Variación en lo que va de año","General","14 Murcia, Región de",1.1
"11477",11477,"2018T4","Variación en lo que va de año","General","14 Murcia, Región de",4.5
"11478",11478,"2018T3","Variación en lo que va de año","General","14 Murcia, Región de",4.7
"11479",11479,"2018T2","Variación en lo que va de año","General","14 Murcia, Región de",2.2
"11480",11480,"2018T1","Variación en lo que va de año","General","14 Murcia, Región de",1.1
"11481",11481,"2017T4","Variación en lo que va de año","General","14 Murcia, Región de",1.9
"11482",11482,"2017T3","Variación en lo que va de año","General","14 Murcia, Región de",2.6
"11483",11483,"2017T2","Variación en lo que va de año","General","14 Murcia, Región de",1.4
"11484",11484,"2017T1","Variación en lo que va de año","General","14 Murcia, Región de",0.3
"11485",11485,"2016T4","Variación en lo que va de año","General","14 Murcia, Región de",0.7
"11486",11486,"2016T3","Variación en lo que va de año","General","14 Murcia, Región de",1.6
"11487",11487,"2016T2","Variación en lo que va de año","General","14 Murcia, Región de",1.8
"11488",11488,"2016T1","Variación en lo que va de año","General","14 Murcia, Región de",0
"11489",11489,"2015T4","Variación en lo que va de año","General","14 Murcia, Región de",1.8
"11490",11490,"2015T3","Variación en lo que va de año","General","14 Murcia, Región de",2.6
"11491",11491,"2015T2","Variación en lo que va de año","General","14 Murcia, Región de",2.3
"11492",11492,"2015T1","Variación en lo que va de año","General","14 Murcia, Región de",-1
"11493",11493,"2014T4","Variación en lo que va de año","General","14 Murcia, Región de",2.7
"11494",11494,"2014T3","Variación en lo que va de año","General","14 Murcia, Región de",3.6
"11495",11495,"2014T2","Variación en lo que va de año","General","14 Murcia, Región de",3.1
"11496",11496,"2014T1","Variación en lo que va de año","General","14 Murcia, Región de",0.5
"11497",11497,"2013T4","Variación en lo que va de año","General","14 Murcia, Región de",-13.8
"11498",11498,"2013T3","Variación en lo que va de año","General","14 Murcia, Región de",-12
"11499",11499,"2013T2","Variación en lo que va de año","General","14 Murcia, Región de",-12.1
"11500",11500,"2013T1","Variación en lo que va de año","General","14 Murcia, Región de",-9.4
"11501",11501,"2012T4","Variación en lo que va de año","General","14 Murcia, Región de",-11.5
"11502",11502,"2012T3","Variación en lo que va de año","General","14 Murcia, Región de",-8.3
"11503",11503,"2012T2","Variación en lo que va de año","General","14 Murcia, Región de",-6.8
"11504",11504,"2012T1","Variación en lo que va de año","General","14 Murcia, Región de",-4.9
"11505",11505,"2011T4","Variación en lo que va de año","General","14 Murcia, Región de",-7.1
"11506",11506,"2011T3","Variación en lo que va de año","General","14 Murcia, Región de",-4.1
"11507",11507,"2011T2","Variación en lo que va de año","General","14 Murcia, Región de",-2.3
"11508",11508,"2011T1","Variación en lo que va de año","General","14 Murcia, Región de",-1.4
"11509",11509,"2010T4","Variación en lo que va de año","General","14 Murcia, Región de",-2.6
"11510",11510,"2010T3","Variación en lo que va de año","General","14 Murcia, Región de",-1.1
"11511",11511,"2010T2","Variación en lo que va de año","General","14 Murcia, Región de",0.4
"11512",11512,"2010T1","Variación en lo que va de año","General","14 Murcia, Región de",-1.6
"11513",11513,"2009T4","Variación en lo que va de año","General","14 Murcia, Región de",0
"11514",11514,"2009T3","Variación en lo que va de año","General","14 Murcia, Región de",0
"11515",11515,"2009T2","Variación en lo que va de año","General","14 Murcia, Región de",-0.4
"11516",11516,"2009T1","Variación en lo que va de año","General","14 Murcia, Región de",-0.5
"11517",11517,"2008T4","Variación en lo que va de año","General","14 Murcia, Región de",-0.8
"11518",11518,"2008T3","Variación en lo que va de año","General","14 Murcia, Región de",0.3
"11519",11519,"2008T2","Variación en lo que va de año","General","14 Murcia, Región de",0.1
"11520",11520,"2008T1","Variación en lo que va de año","General","14 Murcia, Región de",0.3
"11521",11521,"2007T4","Variación en lo que va de año","General","14 Murcia, Región de",13
"11522",11522,"2007T3","Variación en lo que va de año","General","14 Murcia, Región de",10.9
"11523",11523,"2007T2","Variación en lo que va de año","General","14 Murcia, Región de",8.1
"11524",11524,"2007T1","Variación en lo que va de año","General","14 Murcia, Región de",4.4
"11525",11525,"2023T3","Índice","Vivienda nueva","14 Murcia, Región de",163.918
"11526",11526,"2023T2","Índice","Vivienda nueva","14 Murcia, Región de",162.88
"11527",11527,"2023T1","Índice","Vivienda nueva","14 Murcia, Región de",158.58
"11528",11528,"2022T4","Índice","Vivienda nueva","14 Murcia, Región de",157.926
"11529",11529,"2022T3","Índice","Vivienda nueva","14 Murcia, Región de",153.549
"11530",11530,"2022T2","Índice","Vivienda nueva","14 Murcia, Región de",154.729
"11531",11531,"2022T1","Índice","Vivienda nueva","14 Murcia, Región de",149.674
"11532",11532,"2021T4","Índice","Vivienda nueva","14 Murcia, Región de",147.422
"11533",11533,"2021T3","Índice","Vivienda nueva","14 Murcia, Región de",146.555
"11534",11534,"2021T2","Índice","Vivienda nueva","14 Murcia, Región de",141.186
"11535",11535,"2021T1","Índice","Vivienda nueva","14 Murcia, Región de",136.227
"11536",11536,"2020T4","Índice","Vivienda nueva","14 Murcia, Región de",137.4
"11537",11537,"2020T3","Índice","Vivienda nueva","14 Murcia, Región de",138.89
"11538",11538,"2020T2","Índice","Vivienda nueva","14 Murcia, Región de",132.253
"11539",11539,"2020T1","Índice","Vivienda nueva","14 Murcia, Región de",127.081
"11540",11540,"2019T4","Índice","Vivienda nueva","14 Murcia, Región de",127.612
"11541",11541,"2019T3","Índice","Vivienda nueva","14 Murcia, Región de",126.011
"11542",11542,"2019T2","Índice","Vivienda nueva","14 Murcia, Región de",125.967
"11543",11543,"2019T1","Índice","Vivienda nueva","14 Murcia, Región de",121.474
"11544",11544,"2018T4","Índice","Vivienda nueva","14 Murcia, Región de",116.677
"11545",11545,"2018T3","Índice","Vivienda nueva","14 Murcia, Región de",118.974
"11546",11546,"2018T2","Índice","Vivienda nueva","14 Murcia, Región de",113.399
"11547",11547,"2018T1","Índice","Vivienda nueva","14 Murcia, Región de",111.502
"11548",11548,"2017T4","Índice","Vivienda nueva","14 Murcia, Región de",108.465
"11549",11549,"2017T3","Índice","Vivienda nueva","14 Murcia, Región de",110.661
"11550",11550,"2017T2","Índice","Vivienda nueva","14 Murcia, Región de",108.716
"11551",11551,"2017T1","Índice","Vivienda nueva","14 Murcia, Región de",107.184
"11552",11552,"2016T4","Índice","Vivienda nueva","14 Murcia, Región de",105.402
"11553",11553,"2016T3","Índice","Vivienda nueva","14 Murcia, Región de",107.13
"11554",11554,"2016T2","Índice","Vivienda nueva","14 Murcia, Región de",109.076
"11555",11555,"2016T1","Índice","Vivienda nueva","14 Murcia, Región de",102.969
"11556",11556,"2015T4","Índice","Vivienda nueva","14 Murcia, Región de",101.242
