Edad,Sexo,Unidad,Periodo,Total
De 30 a 34 años,Ambos sexos,Valor absoluto,2016T3,"2.685,0"
De 30 a 34 años,Ambos sexos,Valor absoluto,2016T2,"2.719,9"
De 30 a 34 años,Ambos sexos,Valor absoluto,2016T1,"2.769,9"
De 30 a 34 años,Ambos sexos,Valor absoluto,2015T4,"2.798,0"
De 30 a 34 años,Ambos sexos,Valor absoluto,2015T3,"2.852,6"
De 30 a 34 años,Ambos sexos,Valor absoluto,2015T2,"2.935,9"
De 30 a 34 años,Ambos sexos,Valor absoluto,2015T1,"2.963,8"
De 30 a 34 años,Ambos sexos,Valor absoluto,2014T4,"2.991,6"
De 30 a 34 años,Ambos sexos,Valor absoluto,2014T3,"3.003,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2014T2,"3.061,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2014T1,"3.107,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2013T4,"3.158,7"
De 30 a 34 años,Ambos sexos,Valor absoluto,2013T3,"3.178,4"
De 30 a 34 años,Ambos sexos,Valor absoluto,2013T2,"3.245,9"
De 30 a 34 años,Ambos sexos,Valor absoluto,2013T1,"3.305,8"
De 30 a 34 años,Ambos sexos,Valor absoluto,2012T4,"3.347,2"
De 30 a 34 años,Ambos sexos,Valor absoluto,2012T3,"3.374,0"
De 30 a 34 años,Ambos sexos,Valor absoluto,2012T2,"3.420,4"
De 30 a 34 años,Ambos sexos,Valor absoluto,2012T1,"3.449,9"
De 30 a 34 años,Ambos sexos,Valor absoluto,2011T4,"3.485,3"
De 30 a 34 años,Ambos sexos,Valor absoluto,2011T3,"3.502,8"
De 30 a 34 años,Ambos sexos,Valor absoluto,2011T2,"3.566,7"
De 30 a 34 años,Ambos sexos,Valor absoluto,2011T1,"3.576,3"
De 30 a 34 años,Ambos sexos,Valor absoluto,2010T4,"3.601,0"
De 30 a 34 años,Ambos sexos,Valor absoluto,2010T3,"3.610,9"
De 30 a 34 años,Ambos sexos,Valor absoluto,2010T2,"3.625,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2010T1,"3.632,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2009T4,"3.629,0"
De 30 a 34 años,Ambos sexos,Valor absoluto,2009T3,"3.622,4"
De 30 a 34 años,Ambos sexos,Valor absoluto,2009T2,"3.657,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2009T1,"3.675,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2008T4,"3.669,2"
De 30 a 34 años,Ambos sexos,Valor absoluto,2008T3,"3.631,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2008T2,"3.643,6"
De 30 a 34 años,Ambos sexos,Valor absoluto,2008T1,"3.611,6"
De 30 a 34 años,Ambos sexos,Valor absoluto,2007T4,"3.583,3"
De 30 a 34 años,Ambos sexos,Valor absoluto,2007T3,"3.519,6"
De 30 a 34 años,Ambos sexos,Valor absoluto,2007T2,"3.487,2"
De 30 a 34 años,Ambos sexos,Valor absoluto,2007T1,"3.470,4"
De 30 a 34 años,Ambos sexos,Valor absoluto,2006T4,"3.450,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2006T3,"3.376,3"
De 30 a 34 años,Ambos sexos,Valor absoluto,2006T2,"3.362,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2006T1,"3.340,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2005T4,"3.302,0"
De 30 a 34 años,Ambos sexos,Valor absoluto,2005T3,"3.251,4"
De 30 a 34 años,Ambos sexos,Valor absoluto,2005T2,"3.263,1"
De 30 a 34 años,Ambos sexos,Valor absoluto,2005T1,"3.192,6"
De 30 a 34 años,Ambos sexos,Valor absoluto,2004T4,"3.205,4"
De 30 a 34 años,Ambos sexos,Valor absoluto,2004T3,"3.153,0"
De 30 a 34 años,Ambos sexos,Valor absoluto,2004T2,"3.120,2"
De 30 a 34 años,Ambos sexos,Valor absoluto,2004T1,"3.086,4"
De 30 a 34 años,Ambos sexos,Valor absoluto,2003T4,"3.079,8"
De 30 a 34 años,Ambos sexos,Valor absoluto,2003T3,"3.026,5"
De 30 a 34 años,Ambos sexos,Valor absoluto,2003T2,"3.001,6"
De 30 a 34 años,Ambos sexos,Valor absoluto,2003T1,"2.971,8"
De 30 a 34 años,Ambos sexos,Valor absoluto,2002T4,"2.930,7"
De 30 a 34 años,Ambos sexos,Valor absoluto,2002T3,"2.900,7"
De 30 a 34 años,Ambos sexos,Valor absoluto,2002T2,"2.881,5"
De 30 a 34 años,Ambos sexos,Valor absoluto,2002T1,"2.841,5"
De 35 a 39 años,Ambos sexos,Valor absoluto,2023T3,"2.687,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2023T2,"2.678,0"
De 35 a 39 años,Ambos sexos,Valor absoluto,2023T1,"2.675,7"
De 35 a 39 años,Ambos sexos,Valor absoluto,2022T4,"2.692,3"
De 35 a 39 años,Ambos sexos,Valor absoluto,2022T3,"2.677,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2022T2,"2.665,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2022T1,"2.702,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2021T4,"2.740,7"
De 35 a 39 años,Ambos sexos,Valor absoluto,2021T3,"2.766,5"
De 35 a 39 años,Ambos sexos,Valor absoluto,2021T2,"2.779,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2021T1,"2.796,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2020T4,"2.843,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2020T3,"2.838,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2020T2,"2.769,6"
De 35 a 39 años,Ambos sexos,Valor absoluto,2020T1,"2.934,0"
De 35 a 39 años,Ambos sexos,Valor absoluto,2019T4,"2.977,0"
De 35 a 39 años,Ambos sexos,Valor absoluto,2019T3,"2.983,6"
De 35 a 39 años,Ambos sexos,Valor absoluto,2019T2,"3.029,0"
De 35 a 39 años,Ambos sexos,Valor absoluto,2019T1,"3.049,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2018T4,"3.083,1"
De 35 a 39 años,Ambos sexos,Valor absoluto,2018T3,"3.084,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2018T2,"3.144,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2018T1,"3.172,1"
De 35 a 39 años,Ambos sexos,Valor absoluto,2017T4,"3.221,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2017T3,"3.252,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2017T2,"3.278,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2017T1,"3.334,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2016T4,"3.371,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2016T3,"3.391,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2016T2,"3.445,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2016T1,"3.473,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2015T4,"3.504,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2015T3,"3.496,7"
De 35 a 39 años,Ambos sexos,Valor absoluto,2015T2,"3.546,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2015T1,"3.544,5"
De 35 a 39 años,Ambos sexos,Valor absoluto,2014T4,"3.581,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2014T3,"3.579,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2014T2,"3.615,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2014T1,"3.610,0"
De 35 a 39 años,Ambos sexos,Valor absoluto,2013T4,"3.629,5"
De 35 a 39 años,Ambos sexos,Valor absoluto,2013T3,"3.619,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2013T2,"3.655,1"
De 35 a 39 años,Ambos sexos,Valor absoluto,2013T1,"3.678,7"
De 35 a 39 años,Ambos sexos,Valor absoluto,2012T4,"3.677,5"
De 35 a 39 años,Ambos sexos,Valor absoluto,2012T3,"3.649,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2012T2,"3.656,6"
De 35 a 39 años,Ambos sexos,Valor absoluto,2012T1,"3.664,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2011T4,"3.648,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2011T3,"3.616,6"
De 35 a 39 años,Ambos sexos,Valor absoluto,2011T2,"3.617,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2011T1,"3.606,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2010T4,"3.578,1"
De 35 a 39 años,Ambos sexos,Valor absoluto,2010T3,"3.545,1"
De 35 a 39 años,Ambos sexos,Valor absoluto,2010T2,"3.551,3"
De 35 a 39 años,Ambos sexos,Valor absoluto,2010T1,"3.501,6"
De 35 a 39 años,Ambos sexos,Valor absoluto,2009T4,"3.469,3"
De 35 a 39 años,Ambos sexos,Valor absoluto,2009T3,"3.434,7"
De 35 a 39 años,Ambos sexos,Valor absoluto,2009T2,"3.454,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2009T1,"3.430,7"
De 35 a 39 años,Ambos sexos,Valor absoluto,2008T4,"3.389,0"
De 35 a 39 años,Ambos sexos,Valor absoluto,2008T3,"3.337,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2008T2,"3.314,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2008T1,"3.316,1"
De 35 a 39 años,Ambos sexos,Valor absoluto,2007T4,"3.275,3"
De 35 a 39 años,Ambos sexos,Valor absoluto,2007T3,"3.213,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2007T2,"3.221,5"
De 35 a 39 años,Ambos sexos,Valor absoluto,2007T1,"3.195,1"
De 35 a 39 años,Ambos sexos,Valor absoluto,2006T4,"3.171,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2006T3,"3.120,6"
De 35 a 39 años,Ambos sexos,Valor absoluto,2006T2,"3.133,3"
De 35 a 39 años,Ambos sexos,Valor absoluto,2006T1,"3.092,1"
De 35 a 39 años,Ambos sexos,Valor absoluto,2005T4,"3.048,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2005T3,"3.003,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2005T2,"2.987,6"
De 35 a 39 años,Ambos sexos,Valor absoluto,2005T1,"2.976,7"
De 35 a 39 años,Ambos sexos,Valor absoluto,2004T4,"2.983,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2004T3,"2.930,5"
De 35 a 39 años,Ambos sexos,Valor absoluto,2004T2,"2.922,1"
De 35 a 39 años,Ambos sexos,Valor absoluto,2004T1,"2.907,0"
De 35 a 39 años,Ambos sexos,Valor absoluto,2003T4,"2.880,8"
De 35 a 39 años,Ambos sexos,Valor absoluto,2003T3,"2.836,2"
De 35 a 39 años,Ambos sexos,Valor absoluto,2003T2,"2.836,5"
De 35 a 39 años,Ambos sexos,Valor absoluto,2003T1,"2.806,5"
De 35 a 39 años,Ambos sexos,Valor absoluto,2002T4,"2.756,0"
De 35 a 39 años,Ambos sexos,Valor absoluto,2002T3,"2.727,4"
De 35 a 39 años,Ambos sexos,Valor absoluto,2002T2,"2.708,9"
De 35 a 39 años,Ambos sexos,Valor absoluto,2002T1,"2.649,1"
De 40 a 44 años,Ambos sexos,Valor absoluto,2023T3,"3.202,3"
De 40 a 44 años,Ambos sexos,Valor absoluto,2023T2,"3.230,4"
De 40 a 44 años,Ambos sexos,Valor absoluto,2023T1,"3.264,1"
De 40 a 44 años,Ambos sexos,Valor absoluto,2022T4,"3.301,9"
De 40 a 44 años,Ambos sexos,Valor absoluto,2022T3,"3.290,6"
De 40 a 44 años,Ambos sexos,Valor absoluto,2022T2,"3.316,5"
De 40 a 44 años,Ambos sexos,Valor absoluto,2022T1,"3.337,3"
De 40 a 44 años,Ambos sexos,Valor absoluto,2021T4,"3.389,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2021T3,"3.418,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2021T2,"3.435,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2021T1,"3.398,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2020T4,"3.453,4"
De 40 a 44 años,Ambos sexos,Valor absoluto,2020T3,"3.437,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2020T2,"3.350,6"
De 40 a 44 años,Ambos sexos,Valor absoluto,2020T1,"3.503,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2019T4,"3.547,6"
De 40 a 44 años,Ambos sexos,Valor absoluto,2019T3,"3.523,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2019T2,"3.538,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2019T1,"3.534,9"
De 40 a 44 años,Ambos sexos,Valor absoluto,2018T4,"3.556,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2018T3,"3.554,7"
De 40 a 44 años,Ambos sexos,Valor absoluto,2018T2,"3.546,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2018T1,"3.558,4"
De 40 a 44 años,Ambos sexos,Valor absoluto,2017T4,"3.540,1"
De 40 a 44 años,Ambos sexos,Valor absoluto,2017T3,"3.509,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2017T2,"3.540,1"
De 40 a 44 años,Ambos sexos,Valor absoluto,2017T1,"3.543,9"
De 40 a 44 años,Ambos sexos,Valor absoluto,2016T4,"3.529,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2016T3,"3.505,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2016T2,"3.514,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2016T1,"3.496,5"
De 40 a 44 años,Ambos sexos,Valor absoluto,2015T4,"3.468,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2015T3,"3.427,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2015T2,"3.477,7"
De 40 a 44 años,Ambos sexos,Valor absoluto,2015T1,"3.448,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2014T4,"3.457,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2014T3,"3.406,5"
De 40 a 44 años,Ambos sexos,Valor absoluto,2014T2,"3.406,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2014T1,"3.377,1"
De 40 a 44 años,Ambos sexos,Valor absoluto,2013T4,"3.409,1"
De 40 a 44 años,Ambos sexos,Valor absoluto,2013T3,"3.369,1"
De 40 a 44 años,Ambos sexos,Valor absoluto,2013T2,"3.375,5"
De 40 a 44 años,Ambos sexos,Valor absoluto,2013T1,"3.371,6"
De 40 a 44 años,Ambos sexos,Valor absoluto,2012T4,"3.372,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2012T3,"3.349,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2012T2,"3.356,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2012T1,"3.367,5"
De 40 a 44 años,Ambos sexos,Valor absoluto,2011T4,"3.339,4"
De 40 a 44 años,Ambos sexos,Valor absoluto,2011T3,"3.308,9"
De 40 a 44 años,Ambos sexos,Valor absoluto,2011T2,"3.303,4"
De 40 a 44 años,Ambos sexos,Valor absoluto,2011T1,"3.289,4"
De 40 a 44 años,Ambos sexos,Valor absoluto,2010T4,"3.274,3"
De 40 a 44 años,Ambos sexos,Valor absoluto,2010T3,"3.226,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2010T2,"3.256,5"
De 40 a 44 años,Ambos sexos,Valor absoluto,2010T1,"3.237,3"
De 40 a 44 años,Ambos sexos,Valor absoluto,2009T4,"3.237,7"
De 40 a 44 años,Ambos sexos,Valor absoluto,2009T3,"3.194,7"
De 40 a 44 años,Ambos sexos,Valor absoluto,2009T2,"3.188,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2009T1,"3.190,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2008T4,"3.173,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2008T3,"3.099,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2008T2,"3.109,3"
De 40 a 44 años,Ambos sexos,Valor absoluto,2008T1,"3.079,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2007T4,"3.039,7"
De 40 a 44 años,Ambos sexos,Valor absoluto,2007T3,"2.990,3"
De 40 a 44 años,Ambos sexos,Valor absoluto,2007T2,"3.004,6"
De 40 a 44 años,Ambos sexos,Valor absoluto,2007T1,"2.973,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2006T4,"2.912,7"
De 40 a 44 años,Ambos sexos,Valor absoluto,2006T3,"2.863,9"
De 40 a 44 años,Ambos sexos,Valor absoluto,2006T2,"2.845,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2006T1,"2.828,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2005T4,"2.796,9"
De 40 a 44 años,Ambos sexos,Valor absoluto,2005T3,"2.750,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2005T2,"2.774,1"
De 40 a 44 años,Ambos sexos,Valor absoluto,2005T1,"2.724,8"
De 40 a 44 años,Ambos sexos,Valor absoluto,2004T4,"2.711,4"
De 40 a 44 años,Ambos sexos,Valor absoluto,2004T3,"2.669,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2004T2,"2.645,5"
De 40 a 44 años,Ambos sexos,Valor absoluto,2004T1,"2.612,9"
De 40 a 44 años,Ambos sexos,Valor absoluto,2003T4,"2.607,2"
De 40 a 44 años,Ambos sexos,Valor absoluto,2003T3,"2.571,3"
De 40 a 44 años,Ambos sexos,Valor absoluto,2003T2,"2.546,7"
De 40 a 44 años,Ambos sexos,Valor absoluto,2003T1,"2.499,0"
De 40 a 44 años,Ambos sexos,Valor absoluto,2002T4,"2.490,9"
De 40 a 44 años,Ambos sexos,Valor absoluto,2002T3,"2.438,4"
De 40 a 44 años,Ambos sexos,Valor absoluto,2002T2,"2.419,9"
De 40 a 44 años,Ambos sexos,Valor absoluto,2002T1,"2.395,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2023T3,"3.537,0"
De 45 a 49 años,Ambos sexos,Valor absoluto,2023T2,"3.545,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2023T1,"3.531,5"
De 45 a 49 años,Ambos sexos,Valor absoluto,2022T4,"3.534,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2022T3,"3.494,8"
De 45 a 49 años,Ambos sexos,Valor absoluto,2022T2,"3.487,8"
De 45 a 49 años,Ambos sexos,Valor absoluto,2022T1,"3.492,8"
De 45 a 49 años,Ambos sexos,Valor absoluto,2021T4,"3.489,4"
De 45 a 49 años,Ambos sexos,Valor absoluto,2021T3,"3.440,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2021T2,"3.425,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2021T1,"3.411,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2020T4,"3.412,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2020T3,"3.364,5"
De 45 a 49 años,Ambos sexos,Valor absoluto,2020T2,"3.260,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2020T1,"3.342,8"
De 45 a 49 años,Ambos sexos,Valor absoluto,2019T4,"3.353,9"
De 45 a 49 años,Ambos sexos,Valor absoluto,2019T3,"3.326,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2019T2,"3.340,8"
De 45 a 49 años,Ambos sexos,Valor absoluto,2019T1,"3.314,0"
De 45 a 49 años,Ambos sexos,Valor absoluto,2018T4,"3.278,3"
De 45 a 49 años,Ambos sexos,Valor absoluto,2018T3,"3.255,4"
De 45 a 49 años,Ambos sexos,Valor absoluto,2018T2,"3.284,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2018T1,"3.256,0"
De 45 a 49 años,Ambos sexos,Valor absoluto,2017T4,"3.235,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2017T3,"3.208,0"
De 45 a 49 años,Ambos sexos,Valor absoluto,2017T2,"3.203,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2017T1,"3.214,5"
De 45 a 49 años,Ambos sexos,Valor absoluto,2016T4,"3.213,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2016T3,"3.198,0"
De 45 a 49 años,Ambos sexos,Valor absoluto,2016T2,"3.217,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2016T1,"3.197,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2015T4,"3.188,3"
De 45 a 49 años,Ambos sexos,Valor absoluto,2015T3,"3.158,8"
De 45 a 49 años,Ambos sexos,Valor absoluto,2015T2,"3.182,0"
De 45 a 49 años,Ambos sexos,Valor absoluto,2015T1,"3.155,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2014T4,"3.150,9"
De 45 a 49 años,Ambos sexos,Valor absoluto,2014T3,"3.132,8"
De 45 a 49 años,Ambos sexos,Valor absoluto,2014T2,"3.163,7"
De 45 a 49 años,Ambos sexos,Valor absoluto,2014T1,"3.126,0"
De 45 a 49 años,Ambos sexos,Valor absoluto,2013T4,"3.120,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2013T3,"3.120,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2013T2,"3.150,7"
De 45 a 49 años,Ambos sexos,Valor absoluto,2013T1,"3.129,4"
De 45 a 49 años,Ambos sexos,Valor absoluto,2012T4,"3.132,7"
De 45 a 49 años,Ambos sexos,Valor absoluto,2012T3,"3.091,8"
De 45 a 49 años,Ambos sexos,Valor absoluto,2012T2,"3.088,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2012T1,"3.064,4"
De 45 a 49 años,Ambos sexos,Valor absoluto,2011T4,"3.040,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2011T3,"2.980,4"
De 45 a 49 años,Ambos sexos,Valor absoluto,2011T2,"2.982,8"
De 45 a 49 años,Ambos sexos,Valor absoluto,2011T1,"2.972,3"
De 45 a 49 años,Ambos sexos,Valor absoluto,2010T4,"2.942,5"
De 45 a 49 años,Ambos sexos,Valor absoluto,2010T3,"2.918,9"
De 45 a 49 años,Ambos sexos,Valor absoluto,2010T2,"2.925,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2010T1,"2.895,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2009T4,"2.851,9"
De 45 a 49 años,Ambos sexos,Valor absoluto,2009T3,"2.823,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2009T2,"2.828,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2009T1,"2.803,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2008T4,"2.758,7"
De 45 a 49 años,Ambos sexos,Valor absoluto,2008T3,"2.717,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2008T2,"2.705,5"
De 45 a 49 años,Ambos sexos,Valor absoluto,2008T1,"2.663,4"
De 45 a 49 años,Ambos sexos,Valor absoluto,2007T4,"2.636,0"
De 45 a 49 años,Ambos sexos,Valor absoluto,2007T3,"2.601,3"
De 45 a 49 años,Ambos sexos,Valor absoluto,2007T2,"2.590,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2007T1,"2.572,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2006T4,"2.537,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2006T3,"2.501,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2006T2,"2.479,9"
De 45 a 49 años,Ambos sexos,Valor absoluto,2006T1,"2.443,5"
De 45 a 49 años,Ambos sexos,Valor absoluto,2005T4,"2.421,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2005T3,"2.351,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2005T2,"2.345,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2005T1,"2.279,4"
De 45 a 49 años,Ambos sexos,Valor absoluto,2004T4,"2.284,5"
De 45 a 49 años,Ambos sexos,Valor absoluto,2004T3,"2.227,4"
De 45 a 49 años,Ambos sexos,Valor absoluto,2004T2,"2.201,5"
De 45 a 49 años,Ambos sexos,Valor absoluto,2004T1,"2.177,9"
De 45 a 49 años,Ambos sexos,Valor absoluto,2003T4,"2.149,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2003T3,"2.115,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2003T2,"2.091,6"
De 45 a 49 años,Ambos sexos,Valor absoluto,2003T1,"2.075,3"
De 45 a 49 años,Ambos sexos,Valor absoluto,2002T4,"2.038,2"
De 45 a 49 años,Ambos sexos,Valor absoluto,2002T3,"2.020,9"
De 45 a 49 años,Ambos sexos,Valor absoluto,2002T2,"1.994,1"
De 45 a 49 años,Ambos sexos,Valor absoluto,2002T1,"1.948,1"
De 50 a 54 años,Ambos sexos,Valor absoluto,2023T3,"3.239,4"
De 50 a 54 años,Ambos sexos,Valor absoluto,2023T2,"3.207,0"
De 50 a 54 años,Ambos sexos,Valor absoluto,2023T1,"3.179,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2022T4,"3.164,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2022T3,"3.149,0"
De 50 a 54 años,Ambos sexos,Valor absoluto,2022T2,"3.152,5"
De 50 a 54 años,Ambos sexos,Valor absoluto,2022T1,"3.146,6"
De 50 a 54 años,Ambos sexos,Valor absoluto,2021T4,"3.138,7"
De 50 a 54 años,Ambos sexos,Valor absoluto,2021T3,"3.107,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2021T2,"3.076,6"
De 50 a 54 años,Ambos sexos,Valor absoluto,2021T1,"3.045,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2020T4,"3.053,9"
De 50 a 54 años,Ambos sexos,Valor absoluto,2020T3,"3.004,5"
De 50 a 54 años,Ambos sexos,Valor absoluto,2020T2,"2.947,5"
De 50 a 54 años,Ambos sexos,Valor absoluto,2020T1,"3.025,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2019T4,"3.060,9"
De 50 a 54 años,Ambos sexos,Valor absoluto,2019T3,"3.029,1"
De 50 a 54 años,Ambos sexos,Valor absoluto,2019T2,"3.017,9"
De 50 a 54 años,Ambos sexos,Valor absoluto,2019T1,"3.003,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2018T4,"2.978,4"
De 50 a 54 años,Ambos sexos,Valor absoluto,2018T3,"2.948,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2018T2,"2.947,0"
De 50 a 54 años,Ambos sexos,Valor absoluto,2018T1,"2.928,7"
De 50 a 54 años,Ambos sexos,Valor absoluto,2017T4,"2.933,0"
De 50 a 54 años,Ambos sexos,Valor absoluto,2017T3,"2.883,7"
De 50 a 54 años,Ambos sexos,Valor absoluto,2017T2,"2.888,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2017T1,"2.879,6"
De 50 a 54 años,Ambos sexos,Valor absoluto,2016T4,"2.861,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2016T3,"2.819,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2016T2,"2.841,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2016T1,"2.808,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2015T4,"2.797,1"
De 50 a 54 años,Ambos sexos,Valor absoluto,2015T3,"2.771,4"
De 50 a 54 años,Ambos sexos,Valor absoluto,2015T2,"2.794,8"
De 50 a 54 años,Ambos sexos,Valor absoluto,2015T1,"2.765,5"
De 50 a 54 años,Ambos sexos,Valor absoluto,2014T4,"2.764,3"
De 50 a 54 años,Ambos sexos,Valor absoluto,2014T3,"2.688,2"
De 50 a 54 años,Ambos sexos,Valor absoluto,2014T2,"2.699,8"
