"","Provincia","Año_Trimestre","Transacciones"
"667","Málaga"," 2017_3º","7093"
"668","Málaga"," 2017_4º","8555"
"669","Málaga"," 2018_1º","8188"
"670","Málaga"," 2018_2º","9969"
"671","Málaga"," 2018_3º","7523"
"672","Málaga"," 2018_4º","8761"
"673","Málaga"," 2019_1º","7594"
"674","Málaga"," 2019_2º","8135"
"675","Málaga"," 2019_3º","6818"
"676","Málaga"," 2019_4º","8329"
"677","Málaga"," 2020_1º","6427"
"678","Málaga"," 2020_2º","3759"
"679","Málaga"," 2020_3º","6701"
"680","Málaga"," 2020_4º","8133"
"681","Málaga"," 2021_1º","7080"
"682","Málaga"," 2021_2º","9395"
"683","Málaga"," 2021_3º","9232"
"684","Málaga"," 2021_4º","12142"
"685","Málaga"," 2022_1º","10483"
"686","Málaga"," 2022_2º","12415"
"687","Málaga"," 2022_3º","9891"
"688","Málaga"," 2022_4º","9400"
"689","Málaga"," 2023_1º","8696"
"690","Málaga"," 2023_2º","9765"
"691","Málaga"," 2023_3º (**)","8158"
"692","Málaga"," 2004_1º","8990"
"693","Málaga"," 2004_2º","10100"
"694","Málaga"," 2004_3º","8135"
"695","Málaga"," 2004_4º","9874"
"696","Málaga"," 2005_1º","8799"
"697","Málaga"," 2005_2º","10384"
"698","Málaga"," 2005_3º","9271"
"699","Málaga"," 2005_4º","10111"
"700","Málaga"," 2006_1º","9079"
"701","Málaga"," 2006_2º","10609"
"702","Málaga"," 2006_3º","9393"
"703","Málaga"," 2006_4º","9971"
"704","Málaga"," 2007_1º","11489"
"705","Málaga"," 2007_2º","10490"
"706","Málaga"," 2007_3º","8743"
"707","Málaga"," 2007_4º","9592"
"708","Málaga"," 2008_1º","7454"
"709","Málaga"," 2008_2º","7265"
"710","Málaga"," 2008_3º","5579"
"711","Málaga"," 2008_4º","6132"
"712","Sevilla"," 2009_1º","4260"
"713","Sevilla"," 2009_2º","4975"
"714","Sevilla"," 2009_3º","3405"
"715","Sevilla"," 2009_4º","4838"
"716","Sevilla"," 2010_1º","4004"
"717","Sevilla"," 2010_2º","5265"
"718","Sevilla"," 2010_3º","2764"
"719","Sevilla"," 2010_4º","5573"
"720","Sevilla"," 2011_1º","3058"
"721","Sevilla"," 2011_2º","3388"
"722","Sevilla"," 2011_3º","2557"
"723","Sevilla"," 2011_4º","4046"
"724","Sevilla"," 2012_1º","2757"
"725","Sevilla"," 2012_2º","2932"
"726","Sevilla"," 2012_3º","2646"
"727","Sevilla"," 2012_4º","5893"
"728","Sevilla"," 2013_1º","2347"
"729","Sevilla"," 2013_2º","2704"
"730","Sevilla"," 2013_3º","2519"
"731","Sevilla"," 2013_4º","3145"
"732","Sevilla"," 2014_1º","3043"
"733","Sevilla"," 2014_2º","3064"
"734","Sevilla"," 2014_3º","2605"
"735","Sevilla"," 2014_4º","3711"
"736","Sevilla"," 2015_1º","3076"
"737","Sevilla"," 2015_2º","3285"
"738","Sevilla"," 2015_3º","2883"
"739","Sevilla"," 2015_4º","3553"
"740","Sevilla"," 2016_1º","3323"
"741","Sevilla"," 2016_2º","4036"
"742","Sevilla"," 2016_3º","3018"
"743","Sevilla"," 2016_4º","3801"
"744","Sevilla"," 2017_1º","3871"
"745","Sevilla"," 2017_2º","4288"
"746","Sevilla"," 2017_3º","3573"
"747","Sevilla"," 2017_4º","4381"
"748","Sevilla"," 2018_1º","4504"
"749","Sevilla"," 2018_2º","5316"
"750","Sevilla"," 2018_3º","4614"
"751","Sevilla"," 2018_4º","5112"
"752","Sevilla"," 2019_1º","4879"
"753","Sevilla"," 2019_2º","5249"
"754","Sevilla"," 2019_3º","4248"
"755","Sevilla"," 2019_4º","5915"
"756","Sevilla"," 2020_1º","4240"
"757","Sevilla"," 2020_2º","3236"
"758","Sevilla"," 2020_3º","4685"
"759","Sevilla"," 2020_4º","5976"
"760","Sevilla"," 2021_1º","5398"
"761","Sevilla"," 2021_2º","6714"
"762","Sevilla"," 2021_3º","5748"
"763","Sevilla"," 2021_4º","6932"
"764","Sevilla"," 2022_1º","6207"
"765","Sevilla"," 2022_2º","6787"
"766","Sevilla"," 2022_3º","5903"
"767","Sevilla"," 2022_4º","6112"
"768","Sevilla"," 2023_1º","5813"
"769","Sevilla"," 2023_2º","5586"
"770","Sevilla"," 2023_3º (**)","4895"
"771","Sevilla"," 2004_1º","6410"
"772","Sevilla"," 2004_2º","6673"
"773","Sevilla"," 2004_3º","5898"
"774","Sevilla"," 2004_4º","7502"
"775","Sevilla"," 2005_1º","5743"
"776","Sevilla"," 2005_2º","6739"
"777","Sevilla"," 2005_3º","5612"
"778","Sevilla"," 2005_4º","6921"
"779","Sevilla"," 2006_1º","6947"
"780","Sevilla"," 2006_2º","8022"
"781","Sevilla"," 2006_3º","7168"
"782","Sevilla"," 2006_4º","7675"
"783","Sevilla"," 2007_1º","9469"
"784","Sevilla"," 2007_2º","8124"
"785","Sevilla"," 2007_3º","7103"
"786","Sevilla"," 2007_4º","7707"
"787","Sevilla"," 2008_1º","6564"
"788","Sevilla"," 2008_2º","6272"
"789","Sevilla"," 2008_3º","4486"
"790","Sevilla"," 2008_4º","4859"
"791","Aragón"," 2009_1º","3037"
"792","Aragón"," 2009_2º","4102"
"793","Aragón"," 2009_3º","3568"
"794","Aragón"," 2009_4º","3951"
"795","Aragón"," 2010_1º","3385"
"796","Aragón"," 2010_2º","5042"
"797","Aragón"," 2010_3º","2172"
"798","Aragón"," 2010_4º","4474"
"799","Aragón"," 2011_1º","1834"
"800","Aragón"," 2011_2º","2378"
"801","Aragón"," 2011_3º","2135"
"802","Aragón"," 2011_4º","2913"
"803","Aragón"," 2012_1º","2027"
"804","Aragón"," 2012_2º","2231"
"805","Aragón"," 2012_3º","2112"
"806","Aragón"," 2012_4º","4678"
"807","Aragón"," 2013_1º","1447"
"808","Aragón"," 2013_2º","2127"
"809","Aragón"," 2013_3º","1740"
"810","Aragón"," 2013_4º","2287"
"811","Aragón"," 2014_1º","2088"
"812","Aragón"," 2014_2º","2433"
"813","Aragón"," 2014_3º","2218"
"814","Aragón"," 2014_4º","3181"
"815","Aragón"," 2015_1º","2231"
"816","Aragón"," 2015_2º","2809"
"817","Aragón"," 2015_3º","2611"
"818","Aragón"," 2015_4º","3666"
"819","Aragón"," 2016_1º","2159"
"820","Aragón"," 2016_2º","3200"
"821","Aragón"," 2016_3º","2936"
"822","Aragón"," 2016_4º","3393"
"823","Aragón"," 2017_1º","3150"
"824","Aragón"," 2017_2º","3630"
"825","Aragón"," 2017_3º","3204"
"826","Aragón"," 2017_4º","4004"
"827","Aragón"," 2018_1º","3593"
"828","Aragón"," 2018_2º","4298"
"829","Aragón"," 2018_3º","3367"
"830","Aragón"," 2018_4º","4241"
"831","Aragón"," 2019_1º","3630"
"832","Aragón"," 2019_2º","4039"
"833","Aragón"," 2019_3º","3365"
"834","Aragón"," 2019_4º","4331"
"835","Aragón"," 2020_1º","2889"
"836","Aragón"," 2020_2º","2237"
"837","Aragón"," 2020_3º","3692"
"838","Aragón"," 2020_4º","4753"
"839","Aragón"," 2021_1º","3773"
"840","Aragón"," 2021_2º","4666"
"841","Aragón"," 2021_3º","4105"
"842","Aragón"," 2021_4º","4941"
"843","Aragón"," 2022_1º","4330"
"844","Aragón"," 2022_2º","5162"
"845","Aragón"," 2022_3º","4457"
"846","Aragón"," 2022_4º","4746"
"847","Aragón"," 2023_1º","4008"
"848","Aragón"," 2023_2º","4551"
"849","Aragón"," 2023_3º (**)","4074"
"850","Aragón"," 2004_1º","4662"
"851","Aragón"," 2004_2º","6157"
"852","Aragón"," 2004_3º","5884"
"853","Aragón"," 2004_4º","6163"
"854","Aragón"," 2005_1º","5321"
"855","Aragón"," 2005_2º","7314"
"856","Aragón"," 2005_3º","6534"
"857","Aragón"," 2005_4º","6516"
"858","Aragón"," 2006_1º","6437"
"859","Aragón"," 2006_2º","6757"
"860","Aragón"," 2006_3º","4403"
"861","Aragón"," 2006_4º","6561"
"862","Aragón"," 2007_1º","6421"
"863","Aragón"," 2007_2º","6543"
"864","Aragón"," 2007_3º","5085"
"865","Aragón"," 2007_4º","5309"
"866","Aragón"," 2008_1º","4344"
"867","Aragón"," 2008_2º","4799"
"868","Aragón"," 2008_3º","3290"
"869","Aragón"," 2008_4º","3950"
"870","Huesca"," 2009_1º","743"
"871","Huesca"," 2009_2º","767"
"872","Huesca"," 2009_3º","652"
"873","Huesca"," 2009_4º","776"
"874","Huesca"," 2010_1º","663"
"875","Huesca"," 2010_2º","865"
"876","Huesca"," 2010_3º","375"
"877","Huesca"," 2010_4º","787"
"878","Huesca"," 2011_1º","405"
"879","Huesca"," 2011_2º","494"
"880","Huesca"," 2011_3º","431"
"881","Huesca"," 2011_4º","524"
"882","Huesca"," 2012_1º","438"
"883","Huesca"," 2012_2º","397"
"884","Huesca"," 2012_3º","501"
"885","Huesca"," 2012_4º","871"
"886","Huesca"," 2013_1º","274"
"887","Huesca"," 2013_2º","526"
"888","Huesca"," 2013_3º","418"
"889","Huesca"," 2013_4º","455"
"890","Huesca"," 2014_1º","373"
"891","Huesca"," 2014_2º","491"
"892","Huesca"," 2014_3º","432"
"893","Huesca"," 2014_4º","654"
"894","Huesca"," 2015_1º","430"
"895","Huesca"," 2015_2º","482"
"896","Huesca"," 2015_3º","493"
"897","Huesca"," 2015_4º","801"
"898","Huesca"," 2016_1º","421"
"899","Huesca"," 2016_2º","611"
"900","Huesca"," 2016_3º","571"
"901","Huesca"," 2016_4º","773"
"902","Huesca"," 2017_1º","649"
"903","Huesca"," 2017_2º","729"
"904","Huesca"," 2017_3º","562"
"905","Huesca"," 2017_4º","901"
"906","Huesca"," 2018_1º","735"
"907","Huesca"," 2018_2º","808"
"908","Huesca"," 2018_3º","691"
"909","Huesca"," 2018_4º","921"
"910","Huesca"," 2019_1º","839"
"911","Huesca"," 2019_2º","753"
"912","Huesca"," 2019_3º","621"
"913","Huesca"," 2019_4º","825"
"914","Huesca"," 2020_1º","536"
"915","Huesca"," 2020_2º","425"
"916","Huesca"," 2020_3º","839"
"917","Huesca"," 2020_4º","969"
"918","Huesca"," 2021_1º","632"
"919","Huesca"," 2021_2º","907"
"920","Huesca"," 2021_3º","853"
"921","Huesca"," 2021_4º","1064"
"922","Huesca"," 2022_1º","899"
"923","Huesca"," 2022_2º","1004"
"924","Huesca"," 2022_3º","854"
"925","Huesca"," 2022_4º","855"
"926","Huesca"," 2023_1º","762"
"927","Huesca"," 2023_2º","1021"
"928","Huesca"," 2023_3º (**)","852"
"929","Huesca"," 2004_1º","669"
"930","Huesca"," 2004_2º","1226"
"931","Huesca"," 2004_3º","1305"
"932","Huesca"," 2004_4º","1236"
"933","Huesca"," 2005_1º","1157"
"934","Huesca"," 2005_2º","1331"
"935","Huesca"," 2005_3º","1451"
"936","Huesca"," 2005_4º","1766"
"937","Huesca"," 2006_1º","1457"
"938","Huesca"," 2006_2º","1652"
"939","Huesca"," 2006_3º","1255"
"940","Huesca"," 2006_4º","1543"
"941","Huesca"," 2007_1º","1626"
"942","Huesca"," 2007_2º","1554"
"943","Huesca"," 2007_3º","1518"
"944","Huesca"," 2007_4º","1287"
"945","Huesca"," 2008_1º","1277"
"946","Huesca"," 2008_2º","1273"
"947","Huesca"," 2008_3º","899"
"948","Huesca"," 2008_4º","805"
"949","Teruel"," 2009_1º","410"
"950","Teruel"," 2009_2º","296"
"951","Teruel"," 2009_3º","469"
"952","Teruel"," 2009_4º","381"
"953","Teruel"," 2010_1º","353"
"954","Teruel"," 2010_2º","658"
"955","Teruel"," 2010_3º","264"
"956","Teruel"," 2010_4º","449"
"957","Teruel"," 2011_1º","258"
"958","Teruel"," 2011_2º","241"
"959","Teruel"," 2011_3º","293"
"960","Teruel"," 2011_4º","444"
"961","Teruel"," 2012_1º","204"
"962","Teruel"," 2012_2º","214"
"963","Teruel"," 2012_3º","248"
"964","Teruel"," 2012_4º","549"
"965","Teruel"," 2013_1º","157"
"966","Teruel"," 2013_2º","214"
"967","Teruel"," 2013_3º","201"
"968","Teruel"," 2013_4º","313"
"969","Teruel"," 2014_1º","214"
"970","Teruel"," 2014_2º","248"
"971","Teruel"," 2014_3º","247"
"972","Teruel"," 2014_4º","316"
"973","Teruel"," 2015_1º","250"
"974","Teruel"," 2015_2º","250"
"975","Teruel"," 2015_3º","248"
"976","Teruel"," 2015_4º","411"
"977","Teruel"," 2016_1º","222"
"978","Teruel"," 2016_2º","245"
"979","Teruel"," 2016_3º","265"
"980","Teruel"," 2016_4º","301"
"981","Teruel"," 2017_1º","234"
"982","Teruel"," 2017_2º","279"
"983","Teruel"," 2017_3º","300"
"984","Teruel"," 2017_4º","380"
"985","Teruel"," 2018_1º","311"
"986","Teruel"," 2018_2º","365"
"987","Teruel"," 2018_3º","306"
"988","Teruel"," 2018_4º","433"
"989","Teruel"," 2019_1º","375"
"990","Teruel"," 2019_2º","361"
"991","Teruel"," 2019_3º","332"
"992","Teruel"," 2019_4º","472"
"993","Teruel"," 2020_1º","294"
"994","Teruel"," 2020_2º","220"
"995","Teruel"," 2020_3º","434"
"996","Teruel"," 2020_4º","439"
"997","Teruel"," 2021_1º","366"
"998","Teruel"," 2021_2º","466"
"999","Teruel"," 2021_3º","497"
"1000","Teruel"," 2021_4º","569"
"1001","Teruel"," 2022_1º","439"
"1002","Teruel"," 2022_2º","459"
"1003","Teruel"," 2022_3º","540"
"1004","Teruel"," 2022_4º","591"
"1005","Teruel"," 2023_1º","455"
"1006","Teruel"," 2023_2º","449"
"1007","Teruel"," 2023_3º (**)","466"
"1008","Teruel"," 2004_1º","444"
"1009","Teruel"," 2004_2º","502"
"1010","Teruel"," 2004_3º","541"
"1011","Teruel"," 2004_4º","610"
"1012","Teruel"," 2005_1º","422"
"1013","Teruel"," 2005_2º","497"
"1014","Teruel"," 2005_3º","504"
"1015","Teruel"," 2005_4º","572"
"1016","Teruel"," 2006_1º","651"
"1017","Teruel"," 2006_2º","653"
"1018","Teruel"," 2006_3º","438"
"1019","Teruel"," 2006_4º","660"
"1020","Teruel"," 2007_1º","661"
"1021","Teruel"," 2007_2º","615"
"1022","Teruel"," 2007_3º","615"
"1023","Teruel"," 2007_4º","697"
"1024","Teruel"," 2008_1º","527"
"1025","Teruel"," 2008_2º","623"
"1026","Teruel"," 2008_3º","657"
"1027","Teruel"," 2008_4º","555"
"1028","Zaragoza"," 2009_1º","1884"
"1029","Zaragoza"," 2009_2º","3039"
"1030","Zaragoza"," 2009_3º","2447"
"1031","Zaragoza"," 2009_4º","2794"
"1032","Zaragoza"," 2010_1º","2369"
"1033","Zaragoza"," 2010_2º","3519"
"1034","Zaragoza"," 2010_3º","1533"
"1035","Zaragoza"," 2010_4º","3238"
"1036","Zaragoza"," 2011_1º","1171"
"1037","Zaragoza"," 2011_2º","1643"
"1038","Zaragoza"," 2011_3º","1411"
"1039","Zaragoza"," 2011_4º","1945"
"1040","Zaragoza"," 2012_1º","1385"
"1041","Zaragoza"," 2012_2º","1620"
"1042","Zaragoza"," 2012_3º","1363"
"1043","Zaragoza"," 2012_4º","3258"
"1044","Zaragoza"," 2013_1º","1016"
"1045","Zaragoza"," 2013_2º","1387"
"1046","Zaragoza"," 2013_3º","1121"
"1047","Zaragoza"," 2013_4º","1519"
"1048","Zaragoza"," 2014_1º","1501"
"1049","Zaragoza"," 2014_2º","1694"
"1050","Zaragoza"," 2014_3º","1539"
"1051","Zaragoza"," 2014_4º","2211"
"1052","Zaragoza"," 2015_1º","1551"
"1053","Zaragoza"," 2015_2º","2077"
"1054","Zaragoza"," 2015_3º","1870"
"1055","Zaragoza"," 2015_4º","2454"
"1056","Zaragoza"," 2016_1º","1516"
"1057","Zaragoza"," 2016_2º","2344"
"1058","Zaragoza"," 2016_3º","2100"
"1059","Zaragoza"," 2016_4º","2319"
"1060","Zaragoza"," 2017_1º","2267"
"1061","Zaragoza"," 2017_2º","2622"
"1062","Zaragoza"," 2017_3º","2342"
"1063","Zaragoza"," 2017_4º","2723"
"1064","Zaragoza"," 2018_1º","2547"
"1065","Zaragoza"," 2018_2º","3125"
"1066","Zaragoza"," 2018_3º","2370"
"1067","Zaragoza"," 2018_4º","2887"
"1068","Zaragoza"," 2019_1º","2416"
"1069","Zaragoza"," 2019_2º","2925"
"1070","Zaragoza"," 2019_3º","2412"
"1071","Zaragoza"," 2019_4º","3034"
"1072","Zaragoza"," 2020_1º","2059"
"1073","Zaragoza"," 2020_2º","1592"
"1074","Zaragoza"," 2020_3º","2419"
"1075","Zaragoza"," 2020_4º","3345"
"1076","Zaragoza"," 2021_1º","2775"
"1077","Zaragoza"," 2021_2º","3293"
"1078","Zaragoza"," 2021_3º","2755"
"1079","Zaragoza"," 2021_4º","3308"
"1080","Zaragoza"," 2022_1º","2992"
"1081","Zaragoza"," 2022_2º","3699"
"1082","Zaragoza"," 2022_3º","3063"
"1083","Zaragoza"," 2022_4º","3300"
"1084","Zaragoza"," 2023_1º","2791"
"1085","Zaragoza"," 2023_2º","3081"
"1086","Zaragoza"," 2023_3º (**)","2756"
"1087","Zaragoza"," 2004_1º","3549"
"1088","Zaragoza"," 2004_2º","4429"
"1089","Zaragoza"," 2004_3º","4038"
"1090","Zaragoza"," 2004_4º","4317"
"1091","Zaragoza"," 2005_1º","3742"
"1092","Zaragoza"," 2005_2º","5486"
"1093","Zaragoza"," 2005_3º","4579"
"1094","Zaragoza"," 2005_4º","4178"
"1095","Zaragoza"," 2006_1º","4329"
"1096","Zaragoza"," 2006_2º","4452"
"1097","Zaragoza"," 2006_3º","2710"
"1098","Zaragoza"," 2006_4º","4358"
"1099","Zaragoza"," 2007_1º","4134"
"1100","Zaragoza"," 2007_2º","4374"
"1101","Zaragoza"," 2007_3º","2952"
"1102","Zaragoza"," 2007_4º","3325"
"1103","Zaragoza"," 2008_1º","2540"
"1104","Zaragoza"," 2008_2º","2903"
"1105","Zaragoza"," 2008_3º","1734"
"1106","Zaragoza"," 2008_4º","2590"
"1107","Asturias (Principado de)"," 2009_1º","2469"
"1108","Asturias (Principado de)"," 2009_2º","2696"
"1109","Asturias (Principado de)"," 2009_3º","2713"
"1110","Asturias (Principado de)"," 2009_4º","3297"
"1111","Asturias (Principado de)"," 2010_1º","2562"
"1112","Asturias (Principado de)"," 2010_2º","3856"
"1113","Asturias (Principado de)"," 2010_3º","1649"
"1114","Asturias (Principado de)"," 2010_4º","3759"
"1115","Asturias (Principado de)"," 2011_1º","1674"
"1116","Asturias (Principado de)"," 2011_2º","2025"
"1117","Asturias (Principado de)"," 2011_3º","1522"
"1118","Asturias (Principado de)"," 2011_4º","2487"
"1119","Asturias (Principado de)"," 2012_1º","1423"
"1120","Asturias (Principado de)"," 2012_2º","1632"
"1121","Asturias (Principado de)"," 2012_3º","1436"
"1122","Asturias (Principado de)"," 2012_4º","2822"
"1123","Asturias (Principado de)"," 2013_1º","816"
"1124","Asturias (Principado de)"," 2013_2º","1249"
"1125","Asturias (Principado de)"," 2013_3º","1091"
"1126","Asturias (Principado de)"," 2013_4º","1404"
"1127","Asturias (Principado de)"," 2014_1º","1220"
"1128","Asturias (Principado de)"," 2014_2º","1432"
"1129","Asturias (Principado de)"," 2014_3º","1438"
"1130","Asturias (Principado de)"," 2014_4º","1825"
"1131","Asturias (Principado de)"," 2015_1º","1334"
"1132","Asturias (Principado de)"," 2015_2º","1665"
"1133","Asturias (Principado de)"," 2015_3º","1606"
"1134","Asturias (Principado de)"," 2015_4º","1911"
"1135","Asturias (Principado de)"," 2016_1º","1718"
"1136","Asturias (Principado de)"," 2016_2º","1941"
"1137","Asturias (Principado de)"," 2016_3º","1894"
"1138","Asturias (Principado de)"," 2016_4º","2049"
"1139","Asturias (Principado de)"," 2017_1º","2134"
"1140","Asturias (Principado de)"," 2017_2º","2338"
"1141","Asturias (Principado de)"," 2017_3º","2126"
"1142","Asturias (Principado de)"," 2017_4º","2618"
"1143","Asturias (Principado de)"," 2018_1º","2316"
"1144","Asturias (Principado de)"," 2018_2º","2799"
"1145","Asturias (Principado de)"," 2018_3º","2431"
"1146","Asturias (Principado de)"," 2018_4º","2640"
"1147","Asturias (Principado de)"," 2019_1º","2558"
"1148","Asturias (Principado de)"," 2019_2º","2592"
"1149","Asturias (Principado de)"," 2019_3º","2105"
"1150","Asturias (Principado de)"," 2019_4º","2865"
"1151","Asturias (Principado de)"," 2020_1º","2222"
"1152","Asturias (Principado de)"," 2020_2º","1605"
"1153","Asturias (Principado de)"," 2020_3º","3068"
"1154","Asturias (Principado de)"," 2020_4º","3307"
"1155","Asturias (Principado de)"," 2021_1º","2743"
"1156","Asturias (Principado de)"," 2021_2º","3494"
"1157","Asturias (Principado de)"," 2021_3º","3120"
"1158","Asturias (Principado de)"," 2021_4º","3644"
"1159","Asturias (Principado de)"," 2022_1º","3471"
"1160","Asturias (Principado de)"," 2022_2º","3618"
"1161","Asturias (Principado de)"," 2022_3º","3349"
"1162","Asturias (Principado de)"," 2022_4º","3425"
"1163","Asturias (Principado de)"," 2023_1º","3391"
"1164","Asturias (Principado de)"," 2023_2º","3669"
"1165","Asturias (Principado de)"," 2023_3º (**)","3280"
"1166","Asturias (Principado de)"," 2004_1º","4191"
"1167","Asturias (Principado de)"," 2004_2º","5053"
"1168","Asturias (Principado de)"," 2004_3º","4154"
"1169","Asturias (Principado de)"," 2004_4º","4980"
"1170","Asturias (Principado de)"," 2005_1º","4004"
"1171","Asturias (Principado de)"," 2005_2º","4755"
"1172","Asturias (Principado de)"," 2005_3º","4755"
"1173","Asturias (Principado de)"," 2005_4º","5825"
"1174","Asturias (Principado de)"," 2006_1º","4903"
"1175","Asturias (Principado de)"," 2006_2º","5149"
"1176","Asturias (Principado de)"," 2006_3º","5054"
"1177","Asturias (Principado de)"," 2006_4º","6075"
"1178","Asturias (Principado de)"," 2007_1º","5070"
"1179","Asturias (Principado de)"," 2007_2º","5047"
"1180","Asturias (Principado de)"," 2007_3º","4925"
"1181","Asturias (Principado de)"," 2007_4º","4647"
"1182","Asturias (Principado de)"," 2008_1º","4293"
"1183","Asturias (Principado de)"," 2008_2º","4043"
"1184","Asturias (Principado de)"," 2008_3º","3361"
"1185","Asturias (Principado de)"," 2008_4º","3112"
"1186","Balears (Illes)"," 2009_1º","1938"
"1187","Balears (Illes)"," 2009_2º","2368"
"1188","Balears (Illes)"," 2009_3º","2231"
"1189","Balears (Illes)"," 2009_4º","2947"
"1190","Balears (Illes)"," 2010_1º","2223"
"1191","Balears (Illes)"," 2010_2º","3267"
"1192","Balears (Illes)"," 2010_3º","1954"
"1193","Balears (Illes)"," 2010_4º","3498"
"1194","Balears (Illes)"," 2011_1º","1838"
"1195","Balears (Illes)"," 2011_2º","2303"
"1196","Balears (Illes)"," 2011_3º","1922"
"1197","Balears (Illes)"," 2011_4º","2772"
"1198","Balears (Illes)"," 2012_1º","1715"
"1199","Balears (Illes)"," 2012_2º","2081"
"1200","Balears (Illes)"," 2012_3º","2140"
"1201","Balears (Illes)"," 2012_4º","3523"
"1202","Balears (Illes)"," 2013_1º","1375"
"1203","Balears (Illes)"," 2013_2º","2113"
"1204","Balears (Illes)"," 2013_3º","1991"
"1205","Balears (Illes)"," 2013_4º","2768"
"1206","Balears (Illes)"," 2014_1º","2304"
"1207","Balears (Illes)"," 2014_2º","2548"
"1208","Balears (Illes)"," 2014_3º","2645"
"1209","Balears (Illes)"," 2014_4º","3475"
"1210","Balears (Illes)"," 2015_1º","2650"
"1211","Balears (Illes)"," 2015_2º","3306"
"1212","Balears (Illes)"," 2015_3º","3024"
"1213","Balears (Illes)"," 2015_4º","3972"
"1214","Balears (Illes)"," 2016_1º","3470"
"1215","Balears (Illes)"," 2016_2º","4336"
"1216","Balears (Illes)"," 2016_3º","3542"
"1217","Balears (Illes)"," 2016_4º","4534"
